,lemma,count
5,God,123
133,thing,120
252,one,85
374,say,84
1,And,79
35,For,76
81,man,69
291,good,60
101,But,52
221,soul,52
451,mind,52
22,u,50
61,also,46
23,Moses,46
198,men,45
711,virtue,44
672,I,40
91,nature,40
284,mean,40
90,made,37
44,place,34
52,life,33
32,name,33
123,great,33
390,therefore,32
421,account,31
151,time,30
394,upon,30
77,’,29
13,may,29
237,even,28
493,said,28
106,body,28
79,like,26
142,power,26
469,would,26
609,reason,26
96,manner,26
387,every,25
183,city,25
446,word,23
388,according,23
2,Cain,23
185,without,23
420,On,22
72,number,21
43,another,21
757,wife,21
742,pleasure,21
162,person,20
1928,water,20
54,portion,19
57,part,19
153,law,19
216,come,19
110,forth,18
12,Now,18
444,wisdom,18
228,object,18
202,first,18
165,different,18
85,since,18
960,father,18
130,everything,18
37,desire,18
599,shall,17
601,thy,17
141,among,17
56,whole,17
331,give,17
1909,seed,17
530,called,16
670,make,16
109,go,16
167,must,16
430,kind,16
359,way,16
171,never,16
34,truth,16
739,well,16
253,could,15
39,perfect,15
283,interpreted,15
225,might,15
532,The,15
525,able,15
159,call,15
338,become,15
103,nothing,15
501,away,15
310,love,15
762,son,15
732,divine,14
118,sens,14
74,external,14
584,stand,14
36,living,14
18,expression,13
275,case,13
4,face,13
438,always,13
55,animal,13
848,death,13
27,sense,13
693,change,13
239,evil,13
357,still,13
1965,drink,13
931,disease,12
78,passion,12
422,Abraham,12
17,take,12
1985,pitcher,12
466,think,12
117,outward,12
453,see,12
615,opinion,12
220,eye,12
442,road,12
282,Seth,12
1014,fountain,12
482,namely,11
80,unto,11
800,ear,11
839,many,11
83,necessity,11
760,Enoch,11
802,speech,11
486,cause,11
865,Lamech,11
341,receive,11
82,follows,11
1111,witness,11
318,honour,10
1011,earth,10
425,day,10
344,knowledge,10
353,matter,10
1082,action,10
3,went,10
1000,sacred,10
286,taken,10
1104,piece,10
218,indeed,10
1242,child,10
1398,advantage,10
895,long,10
660,virtuous,10
460,distance,10
99,natural,10
113,world,10
527,consider,10
523,whatever,10
843,work,10
608,right,10
125,heaven,10
403,utterly,9
502,creature,9
437,wise,9
278,Abel,9
296,better,9
884,master,9
271,intention,9
766,woman,9
1299,brings,9
1745,shadow,9
319,others,9
1725,servant,9
242,found,9
796,brought,9
238,wickedness,9
733,interpretation,9
546,contrary,9
1508,far,9
131,ever,9
614,doctrine,9
955,put,9
542,sea,9
1062,making,9
625,firm,9
581,near,9
1267,instrument,9
479,So,9
277,offspring,8
804,speaking,8
1220,Lord,8
234,purpose,8
1332,gave,8
793,folly,8
769,took,8
946,strength,8
1340,labour,8
1475,pupil,8
434,meaning,8
519,end,8
392,essence,8
1831,war,8
598,shalt,8
351,though,8
632,ought,8
934,irrational,8
1151,brother,8
649,...,8
663,two,8
308,know,8
915,sent,8
303,Therefore,8
684,Egypt,8
686,He,8
658,show,8
1018,look,8
114,house,8
28,idea,8
152,accordance,8
102,need,8
134,already,8
175,inasmuch,8
69,organ,8
685,conduct,7
1207,flock,7
1422,use,7
756,knew,7
14,raise,7
75,faculty,7
1477,learning,7
200,philosophy,7
661,thou,7
834,teacher,7
264,showing,7
747,grace,7
1204,beginning,7
313,tell,7
1924,regard,7
639,appetite,7
565,wicked,7
305,impious,7
70,rest,7
569,disposition,7
723,bad,7
484,short,7
724,let,7
894,rich,7
481,motion,7
178,appropriate,7
293,done,7
669,second,7
783,human,7
1064,language,7
1872,fat,7
985,unless,7
801,hearing,7
680,In,7
