lemma,count
θεός,58
λόγος,46
μόνος,36
φημί,35
λέγω,33
καρπός,33
φυτός,30
ψυχή,30
φύσις,26
μέγας,25
σῶμα,23
ἔχω,23
ἄνθρωπος,21
σοφός,21
κόσμος,20
ἀγαθός,19
δύναμις,18
κύριος,18
νόος,17
ὅσος,16
ὅλος,16
ἅπας,16
Μουσός,16
εἶπον,16
γίγνομαι,16
πολύς,16
ἀριθμός,16
ἐπός,15
ἵνα,15
καθός,15
ποιέω,14
αἴτιος,14
κτῆμα,14
κλῆρος,14
ὕδωρ,13
ὥσπερ,13
ἡμέρα,13
ἀήρ,12
ἀεί,12
καλέω,12
ἕκαστος,12
ἀρετή,12
δένδρον,12
ἔτος,12
πρότερος,11
τελειός,11
μέσος,11
ἔργον,11
τρόπος,11
ἐκεῖνος,11
τέλος,11
τοιοῦτος,11
τρεῖς,11
οἶνος,11
ἐναντίος,10
χωρίον,10
ὄνομα,10
χράω,10
βασιλεύς,10
καλός,10
ἄκρα,10
πλείων,10
ἑαυτοῦ,9
πῦρ,9
ἔοικα,9
διανοία,9
θεῖος,9
παράδεισον,9
χρῆσις,9
ἕτερος,9
ἴσος,9
πέμπτος,9
μέθυς,9
τέχνη,8
πρῶτος,8
οὐρανός,8
δοκέω,8
φωνή,8
ἀναγκαῖος,8
σοφία,8
φέρω,8
ἀρετός,8
αἰών,8
ἀρχή,8
χάρις,8
μέθος,8
μεθυσθήσετα,8
καιρός,7
εἶδος,7
ἴδιος,7
ἐρῶ,7
ἀνάγκη,7
εἰκότως,7
πάλιν,7
ἕνεκα,7
σύνολος,7
νῦν,7
παίδεια,7
φάσκω,6
ἡγεμών,6
δένδρα,6
χώρα,6
τόπος,6
οἰκεῖος,6
αἰσθήσης,6
παλαιός,6
λογικός,6
εἶδον,6
οἶδα,6
λαμβάνω,6
χείρ,6
ἀμείνων,6
μέγεθος,6
δόγμα,6
κακός,6
μᾶλλον,6
γενέσις,6
χρόνος,6
κατός,5
μέρος,5
μετάρσιος,5
ὅρος,5
τέλειος,5
διαφερόντως,5
αἰώνιος,5
ὅσπερ,5
μοῖρα,5
ζωή,5
εἰκών,5
ὄμμα,5
ἀγένητος,5
θέμις,5
μάλιστα,5
ἐπιμέλεια,5
ἑρμηνεύς,5
μυρίος,5
ἀπόλαυσις,5
σύμβολος,5
ἀλήθεια,5
ξύλος,5
δεσπότης,5
υἱός,5
σύμπας,5
ὅρκος,5
ἑκάτερος,5
βρωθήσετος,5
τέταρτος,5
ἅγιος,5
σφόδρα,5
θυσία,5
ἀστεῖος,5
τετταρός,5
μισθός,5
οἰνούσθης,5
δίκαιος,4
γεωργός,4
φυτουργός,4
ῥίζα,4
ἄγω,4
πλήρης,4
δόξος,4
βούλομαι,4
ἄκρος,4
πατήρ,4
ἔμπαλιν,4
οὐδαμός,4
κατασκευή,4
αἰθήρ,4
πηγή,4
γεννώμενος,4
ἰδύς,4
κεφαλή,4
οὐράνιος,4
ὀφθαλμός,4
χρησμός,4
ἐπιστήμη,4
ὑύς,4
ἐξαίρω,4
σκιά,4
πράγμα,4
ἀκοή,4
τέχνιτος,4
παράπαν,4
εὐδαιμονία,4
εὐσέβεια,4
θάνατος,4
φρόνησις,4
ἄγριος,4
συμβαίνω,4
εὔχομαι,4
οὐκοῦν,4
σαφής,4
ἑπόμενος,4
ποιητής,4
παῖς,4
ἄρτι,4
εὔλογος,4
χράομαι,4
πολλάκις,4
ἔθνος,4
ὀρθός,4
δύναμαι,4
ἤδη,4
πάθος,4
ὅμοιος,4
τίκτω,4
σχεδόν,4
ὀλίγος,4
ἀπόδοσις,4
ποτέ,4
φιλία,4
ἀπερικάθαρτος,4
αἰνετός,4
πρίν,4
δέω,4
κἀν,4
λευκός,4
νόμος,4
σημαινόμενος,4
τετρά,4
εὐχάριστος,4
εἴτε,4
ὑποκειμένος,4
εἶπομα,3
Νόος,3
τίθημι,3
ἀφός,3
θερμός,3
πῶς,3
παμφορότης,3
πούς,3
ἐκτός,3
κενός,3
πλῆθος,3
μέρας,3
δρόμος,3
μεθόριος,3
μεταβατικός,3
πτηνός,3
γένης,3
ἀμέτοχος,3
διττός,3
ἐν,3
αἰσθητός,3
παρύ,3
προσαγορεύς,3
δύο,3
γυνή,3
τροφή,3
ἄλογος,3
αὐχήν,3
ὄψις,3
κάτω,3
διό,3
ἡμέτερος,3
γεγόνοτος,3
πνεῦμα,3
ἀκόλουθος,3
καθαρός,3
τοσοῦτος,3
μακράν,3
ποταμός,3
ὕψος,3
ἀλλότριος,3
ἱεροπρεπής,3
ἀξιός,3
ἱερόν,3
ἥλιος,3
ὠφελίμοτατος,3
οὖς,3
ἀνήρ,3
μερός,3
συμβέβαξ,3
θεωρημάτων,3
ἀνατολή,3
ἀξιόχρεως,3
χωρίς,3
τό,3
ἐτήσιος,3
ἐνθένδε,3
ὁρατικός,3
παραδείθω,3
ἀθανασία,3
ὁδός,3
πρᾶξις,3
οἰκείος,3
ἱκανός,3
γεωργεύς,3
φύω,3
πατῶς,3
κήρ,3
ἀσκητής,3
οἶκος,3
χείρων,3
κράτος,3
ὅδε,3
ἄπειρος,3
πού,3
δίαιτα,3
ἰδιώτης,3
εὐθυμία,3
ὁράω,3
ὅτε,3
γνήσιος,3
ἀνά,3
διείρητος,3
ὑπός,3
μετ’,3
ἄριστος,3
δεῖ,3
χρῆμα,3
μηκέτι,3
νομίζω,3
εἶπος,3
ὁμοιότροπος,3
ἄρουρα,3
33),3
δηλόω,3
ἔθος,3
μονάς,3
μυριάς,3
παρός,3
ἔνιοι,3
μαρτυρία,3
ἱερώθατος,3
θάτερος,3
ἀπαύστος,3
ἀκαθαρσία,3
γεννήματος,3
βλαβερός,3
παρακαταθήκης,3
μεθύς,3
βωμός,3
θύω,3
λεκτέον,3
φθορά,3
ἐνιαυτός,3
δεκάς,3
δύεις,3
δεκά,3
εὐχαριστής,3
τιμή,3
Ἰσσάχαρος,3
γέννημος,3
γιγνώσκω,3
ἄφρων,3
φιλόσοφος,3
ληρός,3
πάντως,3
μανία,3
παιδιάς,3
γέλως,3
μελαγχολής,3
γεωργικά,2
ἀμπελουργικός,2
εἰσάγω,2
„ἤρξατο,2
φυτεύσευς,2
ἀμπελών,2
20),2
μέλλος,2
ἅμα,2
διάκρισις,2
ἐρρίζος,2
κύκλος,2
ἐντός,2
ὠνομάσθης,2
τέλεια,2
μοσχεύματος,2
βάσις,2
ἥρμος,2
ναστός,2
βαρύτατος,2
βρίθες,2
ἰσχύσαι,2
ἀίδιος,2
πέρας,2
κόλπος,2
βραχύς,2
ἄνευ,2
κινήσιος,2
χρώμενος,2
δή,2
χερσαίν,2
ἀριδηλός,2
προφαίνεσθα,2
