lemma,count
ψυχή,43
πᾶς,41
λόγος,39
ἔχω,37
ἀρετή,36
θεός,36
μόνος,32
λέγω,31
φημί,27
φύσις,26
ὄνομα,22
γυνή,21
γίγνομαι,21
ἀγαθός,21
δέκα,18
τίκτω,17
ἵνα,16
ἕκαστος,16
ἐκεῖνος,16
εἶπον,15
κύριος,15
ὥσπερ,15
σῶμα,15
νόος,15
τέλειος,15
πάθος,15
Μουσός,14
καλός,14
μέσος,14
σοφία,13
ἐπιστήμη,13
κακία,13
γαστήρ,13
ἄγαρ,12
ἐπός,12
μέγας,12
ἄνθρωπος,12
καλέω,12
φιλοσοφία,12
ἀριθμός,11
θεραπαινίς,11
μουσικός,11
βίος,11
παιδεία,11
πολύς,11
ὁράω,11
τρόπος,11
γένος,11
αἰσθήσης,11
αἰσθητός,11
Ἀβραός,10
φρόνησις,10
τέχνη,10
καθός,10
δοκέω,10
ποιέω,10
ἐγκύκλιος,10
ἕτερος,10
ὅσος,10
κόσμος,10
ὅλος,10
δύναμις,10
υἱός,10
θεῖος,10
λαμβάνω,10
δεκάς,10
ἀστός,9
εἰκότως,9
ἀνήρ,9
παλλακίς,9
κακός,9
πόνος,9
πατήρ,9
ἔργον,9
ἡνίκα,9
παιδίσκη,8
λογικός,8
σύμβολος,8
εὐθύς,8
ἀστή,8
ἱερός,8
αἴτιος,8
νόμος,8
μέρος,7
ἄξιος,7
σπέρμα,7
γένης,7
χράω,7
πρῶτος,7
ὀφθαλμός,7
ἄνευ,7
Αἴγυπτος,7
ἐπιστήμης,7
πάλιν,7
παλλακή,7
ἑρμηνεύς,7
ἄλογος,7
σοφός,7
μᾶλλον,7
ἐρῶ,7
ἀφός,7
φωνή,7
κακώσης,7
ἀρχή,6
πλείων,6
παῖς,6
δίχα,6
δύναμαι,6
θνητός,6
πρότερος,6
οἶδα,6
γραμματικός,6
νόσος,6
τροφή,6
παίδεια,6
νομίζω,6
μερός,6
δόγμα,6
ἄριστος,6
οὐρανός,6
δίδωμι,6
φιλοσόφιος,6
κυρία,6
τρεῖς,6
ὕδωρ,6
χείρ,6
δικαιοσύνη,5
συμβαίνω,5
βασιλίς,5
χρόνος,5
πρᾶξις,5
πλῆθος,5
ἐγκύκλομαι,5
ὁδός,5
θεωρίος,5
ἡδονή,5
ζωῦς,5
εἶδον,5
αἴσθησις,5
παλλακός,5
ἀναγκαῖος,5
δύο,5
νοητός,5
ἀκοή,5
ἀσκητής,5
ἀμείνων,5
χάρις,5
ἔρχομαι,5
ἀλήθεια,5
λογισμόω,5
μανθάνων,5
ἴδιος,5
πολλάκις,5
πάντως,5
ἐννέα,5
διείρητος,5
δέκατος,5
κυρίος,5
ἄδηλος,5
ἀβραά,4
πειθαρχέω,4
ἔθνος,4
χράτος,4
φυτός,4
φέρω,4
ὠφέλιμος,4
κρίνω,4
γνήσιος,4
ἀληθή,4
εὔχομαι,4
ἔθω,4
