,lemma,count
167,every,130
208,I,116
264,Caius,89
21,upon,87
4,men,84
124,great,76
506,man,74
106,even,73
117,nation,72
12,time,72
217,would,70
388,city,58
211,whole,57
369,emperor,56
265,death,52
175,good,52
174,first,52
245,also,52
460,But,51
238,law,50
537,country,49
75,power,48
1556,temple,47
209,say,47
242,honour,46
353,said,46
1961,Jews,46
254,respect,45
32,people,44
336,may,41
704,might,41
27,world,39
699,could,37
54,without,37
279,part,36
6,like,36
70,hand,35
832,way,35
195,God,35
29,nature,35
240,made,34
101,many,34
1969,custom,34
615,place,33
466,manner,33
96,evil,33
188,else,32
1557,statue,31
299,since,31
9,body,30
431,master,29
629,mind,28
948,day,28
370,ever,27
761,either,27
266,Tiberius,27
35,make,26
257,thus,26
826,order,26
1480,holy,26
419,kind,26
669,put,26
636,rather,26
186,short,25
442,looked,25
8,indeed,25
157,life,25
125,cause,25
49,reason,25
856,state,24
1465,god,24
251,done,24
5,still,24
676,’,24
445,account,24
83,though,24
95,greatest,24
366,never,23
770,brought,23
891,person,23
259,fear,23
493,everything,23
566,war,23
2463,sent,23
2833,letter,22
1378,another,21
94,others,21
1554,O,21
1352,multitude,21
232,ought,21
674,natural,20
1220,matter,20
671,left,20
793,commanded,20
602,able,20
733,government,19
1995,national,19
132,called,19
304,together,19
1039,much,19
206,towards,19
335,fact,19
662,disposition,19
73,eye,19
976,Therefore,19
817,come,19
14,soul,19
391,sacrifice,18
39,action,18
1242,command,18
221,justice,18
581,heard,18
1452,inferior,18
115,especially,18
601,governor,18
968,family,17
467,little,17
559,peace,17
472,began,17
552,feeling,17
222,subject,17
805,well,17
134,name,17
1479,greater,17
2230,erected,16
2359,sacred,16
156,desire,16
545,full,16
1036,You,16
1079,mean,16
981,danger,16
454,house,16
235,among,16
2598,We,16
143,whether,16
237,portion,16
1132,mankind,16
974,enemy,16
830,misery,16
112,regard,16
58,future,16
560,hope,15
706,principle,15
1239,destroyed,15
1211,possible,15
2909,Petronius,15
2201,synagogue,15
1909,see,15
849,Macro,15
52,present,15
775,miserable,15
163,must,15
1194,degree,15
917,given,15
1411,took,15
744,word,15
521,take,15
737,therefore,15
723,authority,15
2,shall,15
1265,received,15
1412,head,14
386,nothing,14
1636,new,14
920,friend,14
1041,earth,14
456,continually,14
20,looking,14
702,thought,14
567,destruction,14
1403,considered,14
116,behalf,14
1397,What,14
24,namely,14
1042,sea,14
685,accusation,14
649,benefit,14
1787,necessary,14
1004,object,13
334,habitable,13
599,general,13
441,longer,13
433,gave,13
1857,let,13
226,king,13
2223,number,13
53,event,13
1186,moment,13
517,last,13
748,intention,13
2389,innovation,13
1697,went,13
977,knew,13
287,citizen,13
403,look,13
367,yet,13
1191,consideration,13
2250,offering,13
1024,give,13
267,Caesar,13
2216,favour,13
121,father,13
263,saw,13
1182,set,13
1,long,13
241,two,12
508,news,12
515,beginning,12
575,appeared,12
36,change,12
248,often,12
154,conduct,12
758,imperial,12
1769,image,12
2665,Syria,12
187,anything,12
1725,forth,12
665,previously,12
2663,Agrippa,12
1673,calamity,12
679,blood,12
128,truth,12
1317,circumstance,12
113,human,12
1237,He,12
378,already,12
721,dead,11
357,land,11
742,son,11
84,far,11
2303,Augustus,11
689,youth,11
2426,Judaea,11
528,native,11
700,design,11
533,care,11
474,abundance,11
492,woman,11
1035,saying,11
2263,year,11
376,thinking,11
7,child,11
544,became,11
616,open,11
25,fortune,11
650,Asia,11
783,grandfather,11
432,slave,11
2704,fellow,11
1321,almost,11
1174,right,11
1088,different,11
1069,receive,11
423,occasion,11
50,form,11
877,giving,11
619,district,11
2495,partly,11
2297,Moreover,10
2170,soon,10
1179,think,10
505,bring,10
730,blessing,10
1262,This,10
918,proof,10
291,common,10
1629,arrived,10
1892,Rome,10
1228,ground,10
1034,hear,10
507,Accordingly,10
1077,excellent,10
284,barbarian,10
764,whatever,10
379,sort,10
1505,utter,10
718,brother,10
360,beyond,10
584,immediately,10
426,high,10
358,side,10
255,near,10
929,speak,10
1381,confusion,10
260,lest,10
1929,particular,10
181,better,10
945,wife,10
1448,rest,10
970,aware,10
2667,judge,10
165,find,10
1185,know,10
554,terrible,10
275,admirable,10
1388,case,10
161,virtue,10
2107,endure,10
1216,reality,9
3013,anger,9
427,rank,9
465,changed,9
463,disease,9
15,utterly,9
1125,around,9
3031,priest,9
946,favourable,9
309,money,9
710,following,9
759,wholly,9
100,opportunity,9
210,living,9
1701,paid,9
726,need,9
640,real,9
711,character,9
306,numerous,9
102,important,9
1816,purpose,9
1001,becoming,9
189,perfect,9
184,happiness,9
2907,written,9
821,taking,9
1558,filled,9
596,continent,9
597,island,9
2906,erection,9
1937,appearance,9
38,position,9
916,inasmuch,9
580,empire,9
1442,three,9
534,compelled,9
802,piety,9
2387,inclined,9
1180,proper,9
2368,raised,9
246,punishment,9
126,sufficient,9
118,address,9
697,carried,8
1620,least,8
1243,army,8
389,altar,8
1351,sudden,8
2238,old,8
983,offer,8
722,absolute,8
1703,Apollo,8
978,preserved,8
401,joy,8
412,night,8
1616,worthy,8
651,Europe,8
690,away,8
847,second,8
2026,period,8
1973,region,8
1962,especial,8
915,placed,8
1435,appear,8
1287,grievous,8
893,exceeding,8
2119,misfortune,8
958,powerful,8
931,defence,8
453,throughout,8
1375,advantage,8
2150,burnt,8
965,ignorant,8
1392,came,8
1494,point,8
1500,Bacchus,8
1840,representation,8
