lemma,count
πᾶς,76
θεός,63
ψυχή,54
μόνος,45
ἀγαθός,41
φύσις,40
γίγνομαι,40
σῶμα,39
ἔχω,32
μέγας,30
ἄνθρωπος,30
φημί,29
ἕτερος,29
ἀρετή,26
πολύς,25
βίος,24
πρῶτος,24
νόμος,24
ἅπας,24
ἐπός,21
ἡμέρα,21
καλός,21
τρόπος,20
ἔθνος,20
ἀνήρ,19
ὥσπερ,18
κατός,17
πρότερος,17
ἴδιος,17
ἕκαστος,17
γένος,17
λόγος,17
καιρός,17
γυνή,16
ἐχθρός,16
πατήρ,16
ὅλος,15
δύναμις,15
πάθος,15
λαμβάνω,15
ἀναγκαῖος,15
δεῖ,14
γνώμη,14
ἀρχή,14
κακός,14
μᾶλλον,14
θεῖος,14
συγγενής,14
καθός,13
χρηστός,13
γοῦν,13
πόλεμος,12
μυρίος,12
καρπός,12
χάρις,12
ἐλπίς,12
μέλλω,12
δίκαιος,12
ἀεί,11
θνητός,11
ἕνεκα,11
ἄχρι,11
φίλος,11
γονεύς,11
εἶπον,10
ἰσχύς,10
ὄνομα,10
χράω,10
καλοκἀγαθία,10
ἐγώ,10
ἅμα,10
ἀλήθεια,10
χρή,10
μάλιστα,10
ἄνως,10
αἴτιος,10
τιμή,10
κελεύω,10
ἀδελφός,10
ἀλλότριος,10
σύνολος,10
εὐγενεία,10
μέρος,9
ὀλίγος,9
δύναμαι,9
πλοῦτος,9
δοκέω,9
ἔργον,9
οἶδα,9
χρόνος,9
ὁμοῦ,9
ἐλεύθερος,9
πολέμιος,9
κοινωνία,9
ἄξιος,9
πόλις,9
ἄλογος,9
γαστήρ,9
μήτηρ,9
νομίζω,8
ἰδύς,8
σφόδρα,8
ἄγω,8
λέγω,8
ὅμοιος,8
εἶδον,8
ζωή,8
ἐπιμέλεια,8
εὐσέβεια,8
φιλανθρωπία,8
ἀξιόω,8
τάξις,8
πλείων,8
γάλα,8
ἐπιστήμη,7
τοιοῦτος,7
νόσος,7
ἡγεμών,7
ἀνάγκη,7
ἐπιθυμία,7
ᾗ,7
σχεδόν,7
πάρειμι,7
κόσμος,7
δύο,7
φιλάνθρωπος,7
ἀπόλαυσις,7
παλαιός,7
ἡδονή,7
πρᾶγμα,7
εὔνοια,7
ἴσως,7
ἔοικα,7
γένης,7
ἄριστος,7
εὐθύς,7
θρέμμα,7
ἔξω,7
τροφός,7
οἰκέω,7
βοῦς,7
πρᾶξις,7
δοῦλος,7
εὐγένεια,7
πονηρός,7
διαφερόντως,6
κοινός,6
πενία,6
ὑύς,6
φύω,6
πηγή,6
περιουσία,6
δόξα,6
λογικός,6
ἀριθμός,6
ἐάω,6
τυγχάνω,6
οἰκεῖος,6
ἀλλήλων,6
ὁράω,6
