,lemma,count
15,God,140
49,say,122
37,I,98
74,also,92
236,soul,84
362,But,82
17,man,77
1331,equal,69
542,nature,64
196,upon,64
877,body,58
94,mind,55
499,two,55
38,shall,53
1748,divided,52
166,part,49
806,number,48
76,Moses,46
229,may,45
32,thou,43
179,thy,42
358,good,42
687,life,41
552,made,41
339,outward,40
532,manner,40
152,whole,40
107,power,39
104,word,39
748,world,39
109,virtue,39
706,heaven,38
263,men,38
22,said,38
82,time,37
177,divine,37
298,scripture,35
312,mean,34
535,portion,33
147,therefore,33
743,light,33
340,sens,32
354,evil,32
389,every,32
83,first,31
161,race,31
458,name,31
81,speech,31
1776,division,30
405,take,30
47,another,30
48,place,30
33,give,30
291,The,30
181,earth,30
164,without,29
267,sense,29
26,great,28
238,come,28
75,account,28
344,according,27
652,like,27
871,kind,26
307,wisdom,26
21,given,26
695,day,25
201,even,25
351,since,25
262,among,25
471,sacred,25
466,called,25
137,speak,25
387,must,25
279,able,25
210,respect,24
92,reason,23
256,order,23
313,air,23
121,truth,23
502,namely,23
563,perfect,23
169,land,22
292,Lord,22
332,intellect,22
1795,element,21
1792,fire,21
1853,equality,21
658,never,20
1164,subject,20
654,full,20
56,would,20
1093,passion,19
1061,animal,19
829,object,19
1762,divide,19
636,Creator,18
114,’,18
1186,make,18
993,blood,18
322,mortal,18
635,creature,18
482,way,18
500,cause,18
736,Therefore,18
901,opposite,18
686,work,18
157,love,17
2372,age,17
237,many,17
1370,sun,17
178,thee,17
606,hand,17
980,created,17
35,master,17
42,child,17
863,war,17
579,art,17
710,human,16
331,perceptible,16
305,nothing,16
875,others,16
300,unto,16
65,still,16
207,person,16
285,knowledge,16
1086,pure,16
183,father,16
625,Now,16
1362,proportion,16
235,thus,16
1343,night,16
225,think,16
87,prophet,16
129,He,16
650,end,15
266,indeed,15
1298,holy,15
221,anything,15
29,saying,15
1307,different,15
1615,beginning,15
935,see,15
159,fact,15
61,become,15
390,case,15
393,know,15
870,three,15
143,everything,15
52,seed,15
878,Again,15
111,freedom,14
1158,middle,14
51,hast,14
607,much,14
688,received,14
2003,six,14
435,forth,14
1838,four,14
321,speaking,14
452,together,14
127,always,14
342,entire,14
219,second,14
335,alone,14
246,whether,13
222,worthy,13
505,call,13
424,expression,13
548,instruction,13
122,rather,13
817,external,13
16,wise,13
941,point,13
2388,seven,13
926,share,13
174,Abraham,13
912,appropriate,13
79,voice,13
284,desire,12
1344,darkness,12
530,universe,12
569,country,12
315,motion,12
434,brought,12
431,people,12
1975,peace,12
953,old,12
777,kiss,12
1058,show,12
1226,ancient,12
694,contrary,12
422,confidence,12
1528,irrational,12
1650,Word,12
917,eye,12
0,In,12
115,better,12
188,law,12
989,live,11
