,lemma,count
23,men,116
285,God,91
41,man,89
148,also,74
93,even,58
84,soul,56
133,may,52
452,upon,47
406,good,46
527,time,45
9,I,45
66,But,45
275,virtue,44
152,life,43
465,would,42
442,law,42
70,body,41
61,nature,40
307,great,35
344,since,34
139,say,33
26,person,32
57,though,32
235,every,32
384,whole,31
207,first,30
12,order,30
607,thus,29
530,shall,29
40,enemy,29
1388,received,28
1553,animal,27
138,people,26
233,fruit,26
617,nation,26
753,others,26
83,part,26
621,cause,26
1104,become,26
581,lawgiver,25
315,reason,25
1719,land,25
1575,give,24
79,still,23
571,manner,23
377,without,23
408,power,23
516,might,23
113,forth,22
1148,humanity,22
255,must,22
161,kind,22
391,mind,21
64,human,21
182,see,21
533,another,20
519,woman,20
568,care,19
553,respect,19
1562,parent,19
637,’,19
610,make,19
490,ought,19
1149,father,19
832,honour,18
1561,born,18
418,proper,18
190,like,18
1320,birth,18
4,necessary,18
2,said,18
314,indeed,18
85,full,17
92,never,17
718,disposition,17
1985,mother,17
653,look,17
1769,year,17
24,take,16
1419,command,16
911,bring,16
280,desire,16
199,truth,16
935,namely,16
1197,authority,15
58,fact,15
213,day,15
14,courage,15
227,food,15
1190,child,15
167,noble,15
1193,offspring,15
230,tree,14
695,evil,14
1087,Moses,14
478,place,14
734,yet,14
34,war,14
1298,given,14
698,degree,14
30,strength,14
354,living,14
1092,come,14
784,ever,14
996,hand,13
343,race,13
691,inasmuch,13
882,done,13
239,greatest,13
157,want,13
2661,nobility,13
345,perfect,13
434,subject,13
47,name,13
1024,piety,13
1086,account,13
69,house,13
828,action,13
204,rich,13
845,sacred,13
765,hope,13
664,therefore,13
1192,love,13
614,think,13
1647,beast,13
304,towards,12
1231,among,12
53,matter,12
1219,alone,12
2152,milk,12
306,whether,12
20,passion,12
1559,brother,12
2031,slave,12
1225,friend,12
440,many,12
978,word,12
184,whose,12
308,virtuous,12
103,advantage,12
995,made,12
413,two,12
180,wealth,12
1159,excellent,11
10,proceed,11
165,able,11
694,short,11
1893,creature,11
879,could,11
579,much,11
666,go,11
111,danger,11
1879,worthy,11
834,death,11
121,real,11
1585,let,11
87,thought,11
130,disease,11
272,natural,11
803,free,11
590,peace,11
926,brought,11
287,need,11
466,present,11
699,event,11
1555,ordinance,10
1788,wicked,10
902,pleasure,10
226,abundance,10
1313,city,10
709,possible,10
324,point,10
110,country,10
1590,receive,10
624,service,10
100,wise,10
321,praise,10
97,nevertheless,10
860,worship,10
269,mean,10
477,different,10
473,together,10
720,share,10
25,knowledge,10
773,condition,10
1097,thy,10
849,proof,10
654,future,10
288,nothing,10
1105,master,10
641,case,10
313,mortal,10
1184,world,10
608,way,10
256,necessity,10
602,Therefore,10
124,wisdom,10
2664,ancestor,10
1296,relation,10
143,bear,10
147,Moreover,10
242,true,10
566,especially,10
565,show,10
451,looking,10
450,circumstance,9
322,excellence,9
1584,wholly,9
914,change,9
952,put,9
697,greater,9
238,enjoy,9
677,rather,9
456,everything,9
108,individual,9
990,sacrifice,9
158,reputation,9
760,plant,9
794,enjoyment,9
454,object,9
51,multitude,9
360,set,9
629,taken,9
118,really,9
998,divine,9
73,either,9
775,back,9
77,old,9
82,better,9
102,common,9
101,counsel,9
1706,crop,9
771,far,9
173,vigour,9
38,innumerable,9
905,beauty,9
1310,contrary,9
900,affection,9
201,poor,9
6,precept,9
676,use,9
388,unable,9
13,speak,9
1387,feeling,8
1246,supreme,8
1073,joy,8
74,long,8
628,likely,8
276,derived,8
1008,compassion,8
1520,blessing,8
1205,reward,8
851,The,8
633,fear,8
634,rest,8
52,judge,8
1223,consideration,8
356,best,8
363,eye,8
86,high,8
1640,constitution,8
1188,leave,8
1178,existence,8
743,season,8
525,mankind,8
200,whatever,8
1314,committed,8
889,beautiful,8
1124,corn,8
320,glory,8
156,poverty,8
588,looked,8
505,displayed,8
613,army,8
1176,appointed,8
867,universe,8
150,number,8
601,regard,8
104,often,8
1434,established,8
258,We,8
963,making,8
1286,thou,8
420,produce,7
392,almost,7
422,thinking,7
1059,left,7
1549,bounty,7
1455,earth,7
1537,partly,7
2328,perfection,7
723,proceeds,7
795,deprived,7
187,naturally,7
457,else,7
210,continually,7
1648,Again,7
2572,class,7
555,work,7
1569,enjoins,7
1824,gift,7
1309,happiness,7
1166,three,7
149,small,7
781,get,7
592,period,7
600,due,7
128,live,7
2678,nobleness,7
120,These,7
119,expedient,7
865,Creator,7
107,affair,7
861,highest,7
1803,ox,7
1271,heaven,7
684,general,7
645,attain,7
39,host,7
655,safety,7
1722,second,7
196,state,7
1526,receiving,7
479,already,7
234,destitute,7
494,likewise,7
496,well,7
251,taking,7
250,sight,7
1604,equal,7
1621,endowed,7
283,accordance,7
1591,beyond,7
1338,commandment,7
1634,belly,7
531,akin,7
1135,holy,7
1369,created,7
1383,right,7
257,fall,7
837,plain,6
468,endeavour,6
1534,suppliant,6
539,ordinary,6
767,find,6
1695,property,6
1007,merciful,6
467,occasion,6
657,cowardice,6
1882,native,6
460,former,6
650,prudent,6
445,gentleness,6
855,ancient,6
616,youth,6
703,earliest,6
1682,stand,6
903,connection,6
866,Father,6
717,display,6
498,pride,6
918,appearance,6
577,distance,6
2068,benefit,6
534,beginning,6
1646,brute,6
376,light,6
766,respecting,6
225,drink,6
229,description,6
1311,importance,6
1141,This,6
214,besides,6
741,ground,6
216,fountain,6
218,supply,6
223,everlasting,6
244,instead,6
727,strong,6
1347,follow,6
1378,filled,6
2452,arrogance,6
1424,hereafter,6
305,gain,6
1437,Accordingly,6
1442,hymn,6
782,anything,6
168,spirit,6
1303,family,6
146,money,6
1250,successor,6
763,wife,6
35,complete,6
37,slay,6
1220,easy,6
1207,fit,6
1206,perhaps,6
62,practise,6
65,blood,6
67,always,6
72,away,6
78,age,6
1191,son,6
1187,prayer,6
1185,act,6
1053,slain,6
726,important,6
339,reproach,6
1490,changed,6
1516,servant,6
791,possession,6
1688,fitting,5
739,vineyard,5
2480,vice,5
510,descended,5
1281,flock,5
605,relating,5
357,quality,5
701,united,5
1186,king,5
721,countryman,5
1536,admirable,5
81,vigorous,5
1527,giving,5
2073,reconciliation,5
492,nearly,5
747,marriage,5
1865,sake,5
1274,flesh,5
1365,custom,5
1952,equally,5
1368,god,5
387,external,5
267,spoken,5
1034,pure,5
2316,husbandman,5
1023,ear,5
1622,wickedness,5
231,bearing,5
131,ignorance,5
790,legitimate,5
351,thousand,5
