,lemma,count
213,God,207
66,also,171
90,men,168
222,time,137
123,But,132
5,Moses,122
0,I,109
153,first,105
17,man,104
368,great,104
33,whole,103
97,might,101
419,day,98
541,even,93
146,upon,92
177,every,90
139,nation,87
64,part,84
246,king,81
169,country,80
178,nature,78
470,like,77
215,reason,76
747,two,74
251,number,74
70,power,74
389,would,72
917,made,71
14,law,71
209,good,69
394,place,68
126,shall,67
54,since,66
492,water,66
201,without,64
224,still,63
790,earth,61
150,people,61
100,thus,60
347,said,59
223,though,57
144,way,56
584,body,55
34,world,55
530,may,54
375,evil,54
1144,virtue,53
451,soul,53
554,word,52
13,sacred,51
598,manner,50
645,honour,50
1065,enemy,50
11,others,50
197,land,49
431,forth,49
4,life,49
1526,sacrifice,49
563,another,48
561,mind,48
864,hand,48
248,Hebrews,48
1555,namely,48
154,necessary,47
365,order,46
186,say,46
158,brought,46
57,among,44
1418,fire,44
277,city,44
1851,heaven,44
93,action,44
623,mean,43
164,long,43
784,air,43
744,divine,43
364,punishment,43
208,kind,42
795,able,42
282,take,42
42,many,41
510,could,41
50,command,40
1204,priest,40
8,person,40
871,come,39
7,account,39
171,food,39
533,Therefore,39
1297,must,38
160,Egypt,38
404,never,38
505,given,37
238,thought,37
639,called,37
643,animal,37
38,universe,36
245,The,36
490,name,36
641,respect,35
219,father,35
273,war,35
1009,sea,35
84,natural,35
304,multitude,35
462,thinking,35
25,ought,35
296,three,34
1139,became,34
448,saw,34
452,already,34
21,make,34
267,child,34
343,done,33
2814,holy,33
599,well,32
816,high,32
393,taken,32
998,change,32
183,river,32
1223,fruit,32
1271,prophet,32
502,came,31
1059,indeed,31
405,therefore,31
47,disposition,31
665,truth,31
18,ever,31
1921,portion,30
16,perfect,30
503,back,30
672,side,30
142,together,30
22,character,29
75,work,29
129,event,29
1828,temple,29
570,present,29
1056,death,29
52,different,28
410,’,28
71,received,28
388,see,28
583,road,28
1638,brother,28
430,went,27
1554,along,27
199,vast,27
892,second,27
409,inheritance,27
180,especially,27
82,rather,27
812,placed,27
609,beginning,27
366,last,27
320,destruction,27
94,whether,27
818,fact,26
1329,proper,26
115,give,26
61,worthy,26
1431,seen,26
255,become,25
269,woman,25
575,everything,25
1273,oracle,25
976,either,25
275,destroyed,25
2683,tribe,25
993,let,25
954,away,25
571,short,25
771,alone,25
76,full,25
493,Egyptians,25
757,appointed,24
242,cause,24
306,case,24
886,equal,24
2276,piety,24
117,appearance,24
748,nothing,24
3663,four,24
2458,pillar,24
9,lawgiver,23
318,individual,23
110,subject,23
337,Then,23
1435,light,23
538,object,23
247,inasmuch,23
2919,altar,23
398,Now,23
591,giving,23
1565,element,22
243,circumstance,22
3540,tabernacle,22
777,likewise,22
489,gave,22
1212,share,22
415,danger,22
354,human,22
1345,army,22
205,year,21
1256,sent,21
515,put,21
293,far,21
429,yet,21
428,house,21
1557,complete,21
1133,prayer,21
1214,filled,21
190,spring,21
113,mentioned,20
136,heard,20
683,justice,20
1393,beauty,20
1278,So,20
1269,inspired,20
1250,contrary,20
258,set,20
20,desire,20
903,right,20
287,beautiful,20
1518,former,20
496,began,20
2020,sun,20
718,language,20
1854,sens,20
46,else,19
526,whatever,19
1221,prepared,19
1255,eye,19
311,always,19
443,foot,19
512,towards,19
940,rest,19
990,bear,19
237,race,19
1014,anything,19
30,left,19
424,custom,19
725,beyond,19
912,He,18
413,authority,18
342,affliction,18
