,lemma,count
209,God,76
8,men,63
91,also,60
108,number,52
0,I,47
84,nature,47
17,law,46
940,day,36
233,man,34
129,soul,34
32,may,33
121,even,33
477,whole,31
57,first,30
430,But,29
751,commandment,28
112,upon,27
56,say,27
160,honour,27
210,made,26
471,two,24
468,every,24
459,others,24
58,place,23
10,sacred,23
406,would,22
188,kind,22
698,great,21
9,time,21
5,life,21
871,parent,20
625,world,20
301,The,19
198,child,19
231,second,18
288,therefore,17
290,people,17
12,point,17
69,part,17
417,never,17
270,manner,17
472,three,17
133,cause,17
665,like,17
66,towards,16
55,must,16
131,body,16
73,nothing,16
96,person,16
52,city,16
22,subject,16
448,reason,16
65,impiety,15
486,equal,15
144,whether,15
441,without,15
189,giving,15
925,among,15
428,alone,15
1334,good,14
277,give,14
298,mind,14
1384,animal,14
294,might,14
870,either,14
163,name,13
1134,desire,13
1004,table,13
663,ever,13
319,everything,13
348,necessary,13
578,way,13
587,seven,12
626,earth,12
505,six,12
618,passion,12
1168,respect,12
473,five,12
134,many,12
323,received,12
317,make,12
161,truth,12
862,greatest,12
353,account,12
1138,object,12
226,fact,12
1026,seventh,12
1491,oath,12
62,evil,12
275,think,11
85,false,11
153,divine,11
155,though,11
167,hand,11
214,god,11
627,fire,11
93,namely,11
661,let,11
375,heaven,11
377,called,11
409,mean,11
431,said,11
433,matter,11
730,ear,11
26,character,11
725,individual,11
588,power,11
457,particular,11
216,different,10
4,forth,10
465,perfect,10
165,since,10
432,concerning,10
15,nation,10
127,master,10
1038,witness,10
1204,sake,10
659,voice,10
442,else,10
874,old,10
672,holy,10
463,inasmuch,10
21,order,10
461,rather,10
653,universe,10
527,ten,10
788,common,9
383,air,9
149,need,9
482,proportion,9
614,essence,9
547,connection,9
973,eye,9
882,keep,9
72,another,9
347,possible,9
341,proper,9
834,human,9
491,four,9
411,living,9
453,Now,9
1627,punishment,9
252,done,9
466,decade,9
677,created,9
175,appearance,8
201,call,8
1207,Let,8
1045,piety,8
952,take,8
1032,Creator,8
929,service,8
38,love,8
699,distance,8
1064,always,8
3,set,8
205,knowing,8
792,command,8
412,well,8
407,given,8
217,being,8
185,image,8
545,interval,8
1023,duty,8
302,third,8
1145,able,7
1044,virtue,7
1206,wickedness,7
234,receive,7
315,still,7
1033,’,7
1162,creature,7
1010,beautiful,7
202,father,7
514,exceeding,7
1725,contrary,7
1043,best,7
60,full,7
278,food,7
985,light,7
352,oracle,7
842,ought,7
126,insolence,7
903,work,7
759,adultery,7
736,state,7
100,making,7
429,know,7
1642,festival,7
82,true,7
170,see,7
148,land,7
487,case,7
490,ratio,7
540,event,7
686,filled,7
723,end,7
581,unit,7
6,Moses,6
262,become,6
734,sense,6
1024,taking,6
437,accuracy,6
467,contains,6
752,form,6
414,live,6
98,worship,6
456,head,6
439,necessity,6
23,proceed,6
765,excellent,6
344,fourth,6
393,look,6
506,visible,6
676,sound,6
37,language,6
243,multitude,6
652,Father,6
103,opinion,6
494,short,6
322,fit,6
361,water,6
648,mentioned,6
1567,beast,6
845,mortal,6
970,heard,6
662,idea,6
101,much,6
986,show,6
827,everlasting,6
644,seen,6
643,anything,6
826,immortal,6
49,question,6
621,exist,6
934,pleasure,6
1270,class,6
541,addition,6
1330,speaking,6
1809,house,6
617,action,6
606,present,6
63,act,6
524,appear,6
225,regard,6
601,worthy,6
1524,judge,6
1132,ignorant,6
187,erection,6
79,better,6
1274,wicked,6
157,thought,6
1106,go,6
117,sometimes,6
599,indeed,6
539,Moreover,6
740,motion,5
303,long,5
877,age,5
357,fruit,5
397,doubt,5
754,saying,5
976,come,5
139,war,5
174,variety,5
1575,iniquity,5
207,really,5
608,example,5
136,beginning,5
1681,Is,5
995,appetite,5
675,invisible,5
200,mother,5
906,support,5
496,figure,5
20,natural,5
151,offence,5
147,sea,5
340,participation,5
403,beyond,5
186,statue,5
1883,adulterer,5
1231,sin,5
36,plain,5
339,complete,5
399,proof,5
656,woman,5
589,equally,5
758,commit,5
963,word,5
598,importance,5
327,accordance,5
1260,terrible,5
544,within,5
629,existence,5
109,servant,5
726,hearing,5
1035,prohibition,5
1788,benefit,5
1039,covetousness,5
1414,wild,5
1502,swear,5
122,bear,5
2185,enacted,5
1046,There,5
1047,error,5
1050,mankind,5
1054,sun,5
1055,moon,5
619,possession,5
451,suitable,5
1060,ruler,5
455,general,5
2214,year,5
168,devoid,5
584,besides,5
727,superior,5
733,external,5
557,taken,5
11,scripture,5
1622,belong,5
1175,miserable,5
893,becoming,5
508,property,5
434,shall,5
616,relation,5
731,degree,5
169,neglect,5
284,material,5
1008,inferior,5
632,right,5
281,remain,5
1342,neither,5
2200,appointed,4
1281,committed,4
1284,advantage,4
799,together,4
1868,production,4
666,mouth,4
667,tongue,4
782,supreme,4
1103,position,4
548,beheld,4
398,manifest,4
1475,proceeds,4
115,borne,4
1603,On,4
579,thousand,4
1368,accusation,4
1366,bringing,4
1356,sacrifice,4
722,direction,4
1779,requital,4
571,boundary,4
562,model,4
1786,unable,4
1379,special,4
27,recorded,4
682,yet,4
549,line,4
426,explain,4
739,put,4
1846,young,4
745,meet,4
825,uncreated,4
1321,reproach,4
1319,purpose,4
141,whatever,4
142,rest,4
143,peace,4
1305,race,4
18,seems,4
824,yielding,4
889,change,4
543,following,4
1493,swearing,4
1020,related,4
1018,continually,4
1009,assigned,4
637,cut,4
46,evident,4
611,philosophy,4
500,greater,4
1022,principle,4
499,spoken,4
1002,especial,4
988,star,4
208,existing,4
75,free,4
43,seek,4
50,lawgiver,4
556,length,4
206,truly,4
515,fifth,4
1102,follows,4
1119,lay,4
622,partake,4
620,condition,4
1059,sight,4
1056,planet,4
1128,indulge,4
280,disease,4
522,reference,4
1135,learn,4
267,last,4
1034,imitate,4
1160,slave,4
220,respecting,4
979,gold,4
982,something,4
1378,charge,4
851,whose,4
172,fashioned,4
362,found,4
1269,bestowed,4
176,art,4
354,far,4
897,appears,4
596,important,4
1200,impious,4
343,fitting,4
337,already,4
336,use,4
916,fixed,4
1578,affair,4
371,abundance,4
928,minister,4
330,prepared,4
192,inanimate,4
102,vain,4
164,reality,4
605,pas,4
74,wholly,4
1609,violation,4
1202,preserve,4
42,accustomed,4
690,changed,3
624,element,3
1605,considering,3
669,wrought,3
678,marvellous,3
628,sufficient,3
577,produce,3
633,left,3
600,all-sufficient,3
1604,care,3
603,devote,3
573,hundred,3
645,sitting,3
650,enough,3
586,instance,3
1430,bird,3
697,trumpet,3
1240,painter,3
1237,similar,3
1741,relating,3
1901,husband,3
1227,grievous,3
1219,often,3
1212,strength,3
1482,paid,3
1922,family,3
1,former,3
1185,heart,3
1936,offspring,3
1170,thinking,3
1167,latter,3
1950,calamity,3
1129,foolish,3
1123,believe,3
1122,pure,3
1071,inventing,3
1066,preservation,3
1065,guide,3
2002,becomes,3
1049,portion,3
1048,small,3
1239,statuary,3
1242,injury,3
712,space,3
1249,reach,3
1427,dog,3
1442,till,3
1416,lion,3
1400,corn,3
1768,attend,3
1761,fellowship,3
1460,invited,3
1377,liable,3
1376,country,3
1753,division,3
1353,night,3
1336,happiness,3
1335,prayer,3
1468,fountain,3
1469,blessing,3
1323,choose,3
1471,Having,3
1316,known,3
1299,furnish,3
1866,dishonour,3
1745,enjoined,3
1879,leaving,3
1262,enemy,3
1041,looking,3
1040,consider,3
1712,produced,3
1028,paying,3
829,benefactor,3
817,coming,3
813,king,3
801,admonition,3
797,commanded,3
795,hears,3
793,forbids,3
791,single,3
787,assembly,3
768,separate,3
764,teach,3
760,steal,3
1585,hope,3
757,shalt,3
756,Thou,3
1586,preserving,3
1592,habit,3
750,deliver,3
743,going,3
1595,occasion,3
719,new,3
1596,fill,3
718,excited,3
830,King,3
831,endure,3
846,hold,3
1003,divided,3
1708,indivisible,3
1027,holiness,3
566,display,3
2012,bearing,3
1015,secure,3
1541,wound,3
1007,pre-eminence,3
1006,precedence,3
1550,friend,3
1689,propriety,3
1000,investigate,3
854,relationship,3
965,seeing,3
964,seemed,3
1569,shame,3
1571,favour,3
931,kept,3
920,heavenly,3
904,noise,3
881,dignity,3
865,reputation,3
864,least,3
567,beauty,3
1643,month,3
374,around,3
67,Deity,3
422,These,3
481,likewise,3
410,contribute,3
489,according,3
2337,appropriate,3
498,half,3
287,naturally,3
191,sort,3
48,raise,3
265,gradually,3
263,little,3
146,private,3
259,originally,3
257,ancient,3
365,destroyed,3
474,comprehends,3
311,prepare,3
44,obscure,3
329,previously,3
158,entitled,3
195,born,3
446,prophet,3
444,promulgated,3
443,promulgate,3
94,pride,3
159,highest,3
333,regulation,3
460,speak,3
232,indispensable,3
427,raised,3
462,resemble,3
97,admire,3
41,knowledge,3
255,period,3
450,excellence,3
550,superficies,3
64,audacious,3
551,solid,3
250,dwells,3
369,find,3
564,combination,3
554,extended,3
2262,relate,3
150,mention,3
247,impossible,3
381,meat,3
563,limit,3
