,lemma,count
55,And,173
304,number,161
132,thing,131
26,one,128
127,For,97
64,man,94
548,also,77
71,nature,74
1642,seven,72
152,first,71
168,God,69
552,earth,62
297,time,60
96,created,60
62,world,59
865,animal,55
624,body,50
352,perceptible,50
22,But,50
952,four,49
88,power,46
158,men,43
313,two,42
145,soul,41
33,made,41
95,sens,41
237,every,41
120,intellect,38
326,according,38
114,say,37
293,day,37
311,three,36
364,order,34
214,life,34
117,may,33
460,place,33
551,heaven,32
175,might,31
57,I,31
241,everything,30
310,part,30
59,said,30
163,without,29
281,external,29
411,mind,29
974,ratio,28
439,like,28
194,must,28
136,upon,28
288,account,28
61,creation,28
921,year,27
45,since,27
651,another,26
99,reason,26
92,great,25
368,image,25
857,race,25
154,would,25
206,good,25
3,forth,25
777,fruit,25
196,cause,24
217,perfect,24
596,called,24
23,Moses,24
610,star,24
108,even,23
34,beginning,23
292,six,23
606,light,23
8,manner,22
210,motion,22
664,produced,22
245,mean,21
692,The,21
366,incorporeal,21
592,air,21
752,kind,21
58,already,20
223,quality,20
11,idea,20
430,form,20
480,come,19
160,Creator,19
530,proportion,19
335,portion,19
323,make,19
607,seventh,19
604,water,18
467,divine,18
322,together,18
227,namely,18
314,third,18
356,model,18
35,law,18
1435,pleasure,18
889,end,18
387,u,17
46,necessary,17
815,plant,17
1663,eight,17
1252,last,16
374,different,16
307,unit,16
162,existing,16
1285,essence,16
73,whole,16
267,visible,16
550,In,16
487,excellent,16
85,beauty,16
102,subject,16
252,It,16
782,sea,16
987,cube,15
283,generation,15
447,substance,15
9,others,15
1356,evil,15
915,period,15
1162,mortal,15
808,season,15
268,eye,14
437,still,14
325,therefore,14
894,fourth,14
1020,square,14
18,truth,14
707,second,14
608,sun,14
373,many,14
225,produce,14
337,call,13
271,change,13
258,city,13
298,natural,13
203,virtue,13
973,sound,13
340,name,13
37,beautiful,13
172,right,13
316,formed,13
198,universe,13
799,food,13
883,immortal,13
40,neither,13
1168,sensation,13
400,display,13
814,case,12
72,harmony,12
728,tree,12
628,moon,12
660,boundary,12
1044,sight,12
623,inasmuch,12
1317,appears,12
554,either,12
