,lemma,count
63,God,237
48,I,171
224,say,156
17,man,144
94,also,134
288,soul,120
22,But,118
525,men,101
846,virtue,94
124,place,93
69,upon,91
21,nature,89
29,mind,82
264,life,75
284,time,74
293,body,74
627,may,73
70,said,72
428,good,65
175,even,64
1103,word,64
222,reason,64
374,sacred,63
273,like,62
24,power,61
18,dream,56
577,see,54
116,scripture,54
112,able,54
167,great,54
258,person,53
120,well,53
485,mean,52
236,another,52
552,light,51
126,sun,50
7,heaven,50
379,world,49
142,name,48
60,earth,48
331,manner,48
179,therefore,48
26,come,47
185,whole,46
4,opinion,45
434,every,44
357,made,44
345,without,44
403,river,42
52,kind,42
141,called,42
470,sens,41
0,The,41
344,wisdom,41
608,outward,41
583,speech,40
9,first,40
37,divine,38
589,part,38
83,shall,38
561,namely,37
187,would,37
66,Lord,36
793,living,36
455,never,35
28,Now,35
73,father,35
1122,evil,33
206,rather,33
257,perfect,33
361,take,33
217,full,32
134,Therefore,32
32,universe,32
1425,hand,32
794,two,32
789,Moses,32
71,Abraham,32
573,account,31
418,others,31
100,land,31
96,way,31
992,indeed,31
72,thy,31
81,thee,31
76,thou,30
226,water,30
446,forth,29
200,many,29
148,set,29
404,sea,29
186,city,29
339,make,28
79,give,28
681,alone,28
115,What,28
861,expression,28
384,human,27
261,truth,27
1320,vain,27
176,respect,27
1219,different,27
324,must,27
1044,order,27
1202,since,27
1464,passion,26
711,look,26
767,king,26
138,three,26
780,holy,26
652,cause,25
204,matter,25
417,know,25
582,sense,25
155,knowledge,25
835,day,25
188,ever,24
566,might,24
316,number,24
702,towards,24
1263,law,24
12,subject,23
391,still,23
710,Do,23
1340,though,23
651,become,23
281,desire,23
788,according,23
817,put,23
469,external,23
2130,wise,23
474,motion,22
297,’,22
1928,pleasure,22
181,excellent,22
619,eye,22
1109,folly,22
303,people,22
721,whatever,22
854,fruit,22
77,art,22
956,thought,22
103,everything,21
880,real,21
61,head,21
911,necessity,21
244,always,21
146,go,21
821,necessary,21
557,true,21
131,sleep,21
266,long,21
80,unto,21
526,worthy,20
390,air,20
170,seen,20
2844,sheaf,20
5,vision,20
466,sight,20
343,race,20
364,among,20
937,either,20
913,country,20
1061,whether,20
27,second,20
1474,chief,20
1842,stand,20
58,firmly,20
849,son,20
10,specie,19
1542,affair,19
901,interpreted,19
708,think,19
1523,garment,19
887,given,19
393,portion,19
643,anything,19
1248,invisible,19
823,longer,19
67,standing,19
1574,house,19
841,object,19
812,could,19
165,found,19
682,animal,18
442,sort,18
1493,action,18
55,Jacob,18
435,creature,18
990,yet,18
893,nothing,18
153,appears,18
1332,symbol,18
19,accordance,18
1461,character,18
836,night,18
628,call,18
755,received,18
1795,Egypt,18
569,mortal,18
1214,saw,18
597,right,18
512,direction,17
282,instruction,17
320,intellect,17
1148,filled,17
123,Charran,17
1539,contrary,17
1495,saying,17
184,free,17
1444,enemy,17
1336,language,17
1185,Israel,17
262,appear,16
335,fact,16
111,perhaps,16
1146,pure,16
359,let,16
468,rest,16
2183,beautiful,16
1374,priest,16
2082,need,16
969,practiser,16
1412,whose,16
3738,vine,16
1478,wicked,16
1630,speak,16
371,fourth,16
363,pillar,16
975,In,16
1882,wine,16
952,visible,16
227,end,16
858,child,15
1554,better,15
621,ear,15
74,Isaac,15
171,case,15
831,perfection,15
1355,Pharaoh,15
1342,darkness,15
989,food,15
168,labour,15
50,ladder,15
1189,sacrifice,15
591,inasmuch,15
62,angel,15
1451,likewise,15
746,destroyed,15
549,moon,15
947,form,15
1648,gift,15
35,away,15
323,We,15
1683,war,15
517,something,15
334,receive,15
488,brought,15
509,star,15
1751,fear,14
277,old,14
738,thus,14
