lemma,count
πᾶς,114
φύσις,72
ἄνθρωπος,63
θεός,52
ἔχω,50
πρῶτος,50
γίγνομαι,49
κόσμος,45
λόγος,44
ἀριθμός,44
λέγω,41
σῶμα,41
μόνος,38
ἀρχή,36
ψυχή,35
ἕτερος,33
δύναμις,32
φημί,31
οὐρανός,31
ἐκεῖνος,29
ἡμέρα,29
ἕκαστος,29
ἅπας,28
ἑπτά,27
πολύς,25
ποιέω,25
ἀναγκαῖος,24
καθός,23
μέγας,23
δύο,23
πρότερος,22
ὅλος,22
γένος,22
καλός,21
νοητός,21
καρπός,21
τέσσαρες,20
ἀνήρ,19
θνητός,19
τρόπος,19
αἰσθητός,19
γενέσις,19
κατός,19
τρεῖς,19
ἔοικα,18
νόος,18
χρόνος,18
οὐσία,18
ἄριστος,18
μέρος,18
νόμος,17
ἐπός,17
εἶπον,17
ἰδύς,17
ἡγεμών,17
γένης,16
ἵνα,16
θεῖος,16
αἰσθήσης,16
φυτός,16
βίος,16
πατήρ,15
τρίτος,15
ὀκτώ,15
ἀρετή,14
ἀγαθός,14
φύω,14
ἄσωμα,14
μέλλω,14
πάλιν,14
ἥλιος,14
ἡδονή,14
μονάς,13
δοκέω,13
ἕβδομος,13
ἑκάτερος,12
πόλις,12
τάξις,12
ὥσπερ,12
μηδείς,12
ποιότης,12
ὕδωρ,12
σελήνη,12
τέλος,12
ἐρῶ,12
κακία,12
ἑβδομάδης,12
κύβος,12
γυνή,12
σύμπας,11
ἕνεκα,11
πλείων,11
δέω,11
εἰκών,11
ἀήρ,11
πνεῦμα,11
ἀεί,11
ζωῦς,11
εὐθύς,10
ὅσπερ,10
μᾶλλον,10
ἅμα,10
χράω,10
ἄνευ,10
ζωή,10
ἄστερος,10
μέσος,10
ἄχρι,10
αὖ,10
δημιουργός,9
ὄνομα,9
τόπος,9
βασιλεύς,9
κατασκευή,9
αἰτία,9
κινήσιος,9
ὀφθαλμός,9
δεύτερος,9
ἐπιστήμη,9
τετταρός,9
ὥρα,9
δώδεκα,9
ζῷον,9
ὁμοῦ,9
ὅμοιος,9
ἀθάνατος,9
μέγεθος,8
σωματικός,8
τοσοῦτος,8
πηγή,8
χάρις,8
γοῦν,8
διότι,8
ὅρος,8
μέτρον,8
ἀμφότερος,8
πρόστιος,8
αὐτίκα,8
ἄγω,8
τετράς,8
πέντε,8
δίς,8
συμβαίνω,8
ἐτήσιος,8
μάλιστα,8
λαμβάνω,8
ἀλήθεια,7
ὑπός,7
κάλλος,7
ἄξιος,7
δύναμαι,7
κρείττων,7
τελειός,7
ἔργον,7
φορός,7
ὁρατός,7
σκοπέω,7
τέλειος,7
ἔπειτα,7
εἶδος,7
ὕστερος,7
σκότος,7
φάος,7
ὅταν,7
εἰκότως,7
πάνυ,7
θάλασσα,7
παντοῖος,7
καιρός,7
περίοδος,7
σπέρμα,7
φέρω,7
δεκάς,7
διπλάσιος,7
ἀσώματος,7
διττός,7
ἰχθύς,7
ζώιον,7
κακός,7
λογικός,7
πάθος,7
τετράγωνος,7
ὑπέρεχυς,7
πλῆθος,6
