,lemma,count
158,thing,107
2,God,82
252,one,75
1,And,57
121,say,46
125,soul,45
189,But,42
73,may,37
373,For,36
168,I,34
58,virtue,34
380,u,33
39,man,30
199,mind,29
118,name,28
985,outward,27
13,every,27
139,nature,25
169,also,25
195,mean,24
171,even,24
43,time,24
114,cause,23
452,men,23
240,good,22
44,must,22
464,created,22
403,another,22
265,reason,21
506,upon,20
330,therefore,20
716,everything,19
60,great,19
151,called,19
302,sense,19
20,Moses,18
538,rather,18
229,shall,18
677,body,17
19,place,17
178,able,17
222,object,16
773,nothing,16
89,forth,16
320,case,16
426,might,16
34,part,16
447,give,15
103,house,15
177,since,15
559,whole,15
469,alone,15
520,power,14
26,said,14
286,front,14
394,made,14
490,like,14
1104,possession,14
562,motion,14
97,without,14
119,two,13
11,sword,13
17,life,13
1325,property,13
142,heaven,13
623,world,13
348,would,13
961,make,13
530,let,13
56,return,13
740,namely,13
1250,sens,13
964,faculty,12
245,perfect,12
310,thus,12
388,done,12
111,never,12
262,truth,12
96,first,12
263,knowledge,12
14,way,12
78,see,12
112,brought,11
663,earth,11
1020,sacred,11
340,free,11
390,proper,11
196,sound,10
38,Now,10
1130,virgin,10
303,order,10
433,giving,10
1376,anything,10
1016,else,10
165,manner,10
321,Cain,10
150,authority,10
148,woman,10
137,take,10
590,according,10
519,come,10
221,divine,10
718,conceived,10
253,labour,9
250,wisdom,9
91,symbol,9
239,son,9
94,inasmuch,9
101,master,9
179,receive,9
905,bring,9
387,ought,9
398,either,9
70,ever,9
134,philosophy,9
8,happiness,9
204,change,9
375,stand,9
409,hand,9
9,cherub,9
1021,mystery,8
700,true,8
159,particular,8
1046,human,8
290,idea,8
1611,festival,8
67,disease,8
769,evil,8
920,think,8
186,instead,8
780,mortal,8
192,wise,8
602,others,8
296,person,8
830,animal,8
292,enemy,8
731,respect,8
870,organ,8
120,changed,8
1066,need,8
493,found,8
77,Since,8
1354,belong,8
406,action,8
22,expression,8
3,cast,8
10,flaming,8
138,air,8
1153,subject,8
917,though,7
563,receiving,7
1128,race,7
193,Abraham,7
561,received,7
858,whatever,7
425,suffering,7
197,language,7
606,sort,7
63,wholly,7
1206,rest,7
283,abode,7
766,energy,7
274,folly,7
639,thinking,7
269,intellect,7
90,Sarah,7
708,together,7
665,universe,7
258,opinion,7
781,born,7
2051,instrument,7
473,creature,7
962,use,7
257,false,7
1019,worthy,7
974,wife,7
548,consider,7
498,bringing,7
339,pleasure,7
147,natural,7
611,understood,6
1450,feel,6
613,entire,6
226,child,6
213,passion,6
152,become,6
82,kind,6
281,call,6
282,The,6
155,imperishable,6
399,work,6
933,water,6
1276,light,6
68,bear,6
739,conception,6
617,always,6
1889,stranger,6
1219,naturally,6
1043,husband,6
645,combination,6
1065,offspring,6
704,goodness,6
1890,sojourner,6
503,This,6
264,right,6
247,different,6
1226,greatest,6
260,long,6
592,find,6
1056,many,6
471,Lord,6
5,placed,6
566,side,6
438,speaking,6
141,exist,6
299,appears,6
454,consequence,6
1136,reality,6
842,know,6
535,city,6
1090,really,6
930,blow,6
826,indeed,6
208,arise,6
378,head,6
33,reference,5
49,yet,5
346,go,5
564,fixed,5
1556,stone,5
308,accurate,5
25,previously,5
307,connection,5
565,towards,5
513,near,5
527,love,5
1558,material,5
578,planet,5
345,necessity,5
359,direction,5
391,nevertheless,5
1606,gift,5
300,judge,5
615,truly,5
297,whose,5
586,day,5
609,mentioned,5
18,In,5
496,away,5
293,suitable,5
524,Therefore,5
560,sphere,5
83,instruction,5
54,wickedness,5
743,neither,5
184,attain,5
1156,quality,5
218,pursue,5
783,high,5
128,still,5
1318,mine,5
127,disposition,5
1118,much,5
1365,cattle,5
126,endowed,5
206,becoming,5
857,absolutely,5
1432,servant,5
861,pursuit,5
15,keep,5
1385,age,5
194,interpreted,5
907,attribute,5
869,destitute,5
752,thy,5
1439,freedom,5
1927,—where,5
1218,external,5
679,existing,5
4,Adam,5
85,encyclical,5
686,reasoning,5
249,habit,5
1055,parent,5
693,could,5
157,among,5
102,’,5
873,utter,5
1018,initiated,5
1308,boast,5
715,Creator,5
1059,sow,5
1205,All,5
719,thou,5
504,coming,4
1721,honour,4
1100,gold,4
1732,voice,4
1654,season,4
1102,substance,4
1076,especial,4
