,lemma,count
254,I,68
43,men,57
0,Flaccus,42
96,time,40
200,city,39
372,might,36
211,every,36
70,man,36
439,upon,35
106,even,33
565,Jews,28
264,enemy,28
68,country,27
80,great,27
399,would,27
318,without,26
14,people,25
13,whole,25
159,also,25
293,But,25
29,though,24
61,death,24
133,person,23
704,house,22
726,others,22
952,place,21
300,everything,20
295,Caius,20
25,came,20
291,governor,19
335,put,19
24,evil,19
93,said,19
8,nation,18
639,take,18
533,like,18
265,order,18
114,body,18
296,emperor,17
949,life,17
334,brought,17
735,miserable,16
109,made,16
627,part,16
249,honour,15
1235,thus,15
1005,number,14
338,still,14
358,since,14
355,deprived,14
56,Tiberius,14
389,way,14
237,say,14
74,given,14
283,first,13
236,may,13
255,friend,13
212,kind,13
442,misery,13
458,manner,13
45,nature,13
37,could,13
625,king,13
593,ought,13
10,indeed,13
259,see,12
150,gave,12
279,government,12
100,affair,12
247,long,12
243,accusation,12
127,instead,12
680,day,12
596,away,12
563,name,12
517,custom,12
481,done,12
328,rather,12
1046,island,12
345,heard,12
754,arm,11
685,commanded,11
788,else,11
197,command,11
103,character,11
144,land,11
676,sea,11
667,took,11
316,forth,11
219,soldier,11
1455,ever,11
57,Caesar,11
537,side,11
465,come,11
445,punishment,11
391,respect,11
928,insult,10
1207,property,10
274,already,10
147,last,10
373,left,10
786,either,10
180,together,10
575,another,10
435,led,10
191,public,10
498,among,10
635,’,10
602,cause,10
1021,world,10
978,law,10
32,portion,10
64,Egypt,10
6,design,10
116,towards,10
67,Alexandria,10
11,able,10
1465,sent,9
709,possible,9
140,account,9
1222,middle,9
653,harbour,9
524,circumstance,9
1061,moment,9
938,ill,9
188,making,9
184,continually,9
589,greater,9
366,hope,9
294,dead,9
1132,greatest,9
1567,festival,9
309,relation,9
97,became,9
1279,many,9
493,common,9
46,disposition,9
841,multitude,9
20,power,9
1584,taken,9
71,beginning,9
72,far,9
282,year,8
240,good,8
232,object,8
1785,forward,8
1106,giving,8
378,authority,8
38,find,8
1750,truth,8
487,subject,8
119,whether,8
420,aware,8
199,filled,8
427,saw,8
1083,looked,8
168,ruler,8
504,small,8
1450,justice,8
1594,event,8
1221,carried,8
151,proof,8
696,night,8
1247,treatment,8
330,child,8
73,went,8
681,arrived,8
987,two,8
337,fear,8
1347,dragged,8
297,began,8
319,end,8
1039,reason,7
