,lemma,count
26,God,75
60,men,66
33,man,63
1507,shall,61
151,good,45
109,also,40
163,soul,39
301,nature,37
56,life,36
51,part,33
185,even,32
107,time,32
281,every,32
111,virtue,31
34,first,31
370,enemy,30
228,say,30
350,person,29
311,But,29
105,great,28
182,without,28
104,upon,27
78,law,26
201,whole,26
258,may,26
222,since,25
502,evil,25
194,body,24
680,mind,22
993,come,22
61,reward,21
152,hope,21
325,kind,21
98,I,21
458,place,20
219,earth,19
99,mean,19
528,still,18
215,city,18
217,nation,18
220,must,18
913,thus,18
318,namely,18
2,sacred,17
488,reason,17
650,power,17
195,indeed,17
509,become,16
118,order,16
479,ever,16
765,see,15
282,animal,15
69,two,15
489,fear,15
30,heaven,15
97,others,15
216,country,15
516,desire,15
253,like,15
145,truth,15
355,able,15
369,either,15
715,away,14
1240,child,14
962,fruit,14
499,though,14
653,number,14
254,many,14
245,race,14
13,world,14
29,account,14
409,prize,14
582,end,13
470,passion,13
618,continually,13
214,house,13
22,manner,13
174,received,13
368,happy,13
607,son,12
375,else,12
314,seed,12
427,never,12
432,disposition,12
264,rather,12
1362,action,12
959,full,12
36,perfect,12
28,beginning,12
46,made,12
73,object,12
697,joy,12
85,said,12
692,natural,12
146,found,11
63,punishment,11
246,might,11
244,human,11
321,’,11
1648,produce,11
62,honour,11
681,Therefore,11
54,The,11
179,given,11
251,This,11
605,family,10
58,wicked,10
1209,authority,10
731,proper,10
1903,day,10
316,excellent,10
358,sight,10
1359,death,10
829,whether,10
588,word,10
274,necessary,10
265,wisdom,10
259,well,10
115,war,10
86,people,10
112,lawgiver,10
884,light,9
916,could,9
1563,beast,9
1222,brother,9
260,left,9
513,land,9
66,class,9
500,present,9
331,long,9
287,nothing,9
1183,command,9
17,Now,9
428,change,9
1027,anything,9
603,holy,9
53,subject,9
59,virtuous,9
41,Creator,9
474,would,9
444,justice,9
284,among,9
606,father,9
955,admirable,9
1241,utterly,9
299,state,9
192,contest,9
400,injury,9
402,destruction,9
116,proceed,9
411,name,9
1378,respect,9
241,instead,9
872,period,9
1166,appointed,9
418,common,8
888,fact,8
844,sorrow,8
372,destroyed,8
430,always,8
122,living,8
619,put,8
141,way,8
344,labour,8
1247,wild,8
1571,master,8
291,perfection,8
1408,misfortune,8
591,innumerable,8
979,year,8
83,head,8
293,care,8
961,tree,8
620,forth,8
472,pleasure,8
213,individual,7
838,mentioned,7
970,spring,7
9,character,7
302,wholly,7
1502,commandment,7
250,food,7
1536,little,7
928,existence,7
12,creation,7
312,consider,7
224,pleasant,7
7,three,7
1001,necessity,7
1039,short,7
290,brought,7
978,season,7
226,instance,7
902,violence,7
389,cause,7
422,another,7
520,consequence,7
1143,use,7
1380,intolerable,7
72,general,7
199,raised,7
1716,quality,7
492,taken,7
57,different,7
592,live,7
436,better,7
114,peace,7
674,outward,7
1175,wealth,7
117,regular,7
81,particular,7
1307,empty,7
632,take,7
1762,abundance,7
679,called,7
45,mortal,7
617,pride,6
1238,wise,6
640,old,6
549,attack,6
553,health,6
675,sens,6
271,universe,6
1355,flourishing,6
586,destitute,6
1346,curse,6
1342,turn,6
1316,improvement,6
624,make,6
595,single,6
538,look,6
289,appear,6
610,view,6
1388,fortune,6
1500,blessing,6
996,behold,6
420,right,6
384,yet,6
397,birth,6
835,therefore,6
398,keep,6
837,degree,6
399,free,6
1122,speak,6
1132,folly,6
794,done,6
1490,terrible,6
1053,hand,6
426,invincible,6
532,multitude,6
351,filled,6
429,purpose,6
1190,receive,6
483,relation,6
