,lemma,count
12,God,156
108,man,117
56,say,101
237,name,89
544,good,78
58,But,74
10,I,63
80,soul,62
93,also,61
96,mind,61
55,nature,56
265,virtue,55
260,word,48
9,said,47
153,mean,44
133,may,43
165,even,41
87,power,40
269,time,39
278,men,39
276,person,38
88,without,37
106,therefore,37
248,give,35
720,great,35
109,must,35
6,Lord,35
143,Moses,34
199,shall,34
159,part,33
1335,son,30
380,account,30
64,body,29
148,sacred,28
29,father,28
211,since,27
410,called,27
928,upon,26
59,thou,26
65,see,26
15,number,25
22,forth,25
158,every,25
423,many,24
149,scripture,24
68,outward,24
25,excellent,24
11,thy,24
420,wise,23
414,perfect,23
231,kind,23
646,life,23
235,reason,23
69,sens,23
1,Abraham,22
128,living,22
134,able,22
79,divine,22
113,natural,21
14,The,21
60,think,20
430,place,20
32,fruit,20
70,object,20
23,namely,20
20,race,20
381,king,19
303,speech,19
86,different,19
540,whole,19
206,come,19
44,symbol,19
181,thee,18
92,way,18
1024,interpreted,18
311,indeed,18
344,according,18
224,among,18
365,made,18
178,saying,18
296,never,17
116,alone,17
364,world,17
407,worthy,17
1251,manner,17
253,order,17
359,wisdom,17
434,hand,17
541,make,17
282,mortal,17
172,instruction,17
26,joy,16
1513,bring,16
419,call,16
31,first,15
1377,child,15
138,sense,15
489,respect,15
709,two,15
8,unto,15
1228,action,15
337,Therefore,15
368,cause,14
379,On,14
548,evil,14
130,ever,14
429,another,14
504,labour,14
507,law,14
63,eye,14
236,proper,14
210,would,14
335,find,13
305,meaning,13
301,change,13
982,might,13
1023,changed,13
193,knowledge,13
209,though,13
389,received,13
293,mouth,13
546,like,13
440,earth,13
625,Now,13
442,bear,13
514,language,13
586,specie,13
61,appearance,13
527,advantage,12
629,subject,12
182,know,12
1939,hope,12
152,expression,12
35,given,12
84,light,12
749,short,12
24,Isaac,12
637,disposition,12
4,year,12
484,receive,12
18,hundred,12
398,What,12
259,use,12
517,inasmuch,12
814,live,12
241,truth,12
1099,passion,12
266,Jacob,11
1054,offspring,11
453,real,11
526,towards,11
238,could,11
441,’,11
290,accordance,11
226,brought,11
1327,contrary,11
126,Do,11
132,human,11
550,appear,11
552,others,11
41,thus,11
400,art,11
83,take,11
404,speaking,11
67,perceptible,11
356,authority,11
348,become,11
1543,sheep,11
112,external,11
680,justice,11
326,Why,11
1134,signifies,10
590,naturally,10
232,It,10
1125,desire,10
395,benefit,10
617,philosophy,10
281,created,10
450,fear,10
288,possible,10
435,sound,10
1326,ought,10
918,heaven,10
417,instance,10
1401,already,10
771,sin,10
403,present,10
1424,better,10
383,yet,10
811,endowed,10
466,appropriate,10
574,sort,10
73,full,10
28,born,10
115,intellect,10
163,found,10
57,universe,10
191,creation,10
386,learning,9
339,either,9
1075,character,9
755,Because,9
411,bad,9
1052,barren,9
408,care,9
744,creature,9
330,sufficient,9
48,always,9
960,Sarrah,9
392,still,9
1334,mother,9
1285,Joseph,9
363,exist,9
306,something,9
382,beginning,9
336,immortal,9
46,perfection,9
192,mankind,9
500,possession,9
463,foolish,9
1426,hearing,9
471,together,9
876,adapted,9
890,seeing,9
492,This,9
819,covenant,9
137,notion,9
77,receives,9
190,gift,9
82,seen,9
1467,flock,9
930,well,8
36,priest,8
261,three,8
164,nothing,8
694,addition,8
669,show,8
843,fall,8
822,grace,8
884,produce,8
1839,nation,8
146,really,8
291,oracle,8
1534,coming,8
354,sight,8
804,content,8
746,small,8
748,In,8
295,speaks,8
813,thinking,8
793,necessity,8
1793,holy,8
599,unable,8
621,impossible,8
110,consider,8
428,Egypt,8
215,beyond,8
663,pleasing,8
515,rather,8
1704,laughter,8
576,devoted,8
493,blessing,8
524,belong,8
615,day,8
78,impression,8
457,admonition,8
1646,purification,8
470,case,8
1932,bird,8
474,right,8
640,away,8
475,wicked,8
394,degree,8
624,happy,8
2328,Ishmael,7
2603,offence,7
322,sake,7
817,promise,7
491,fact,7
523,whatever,7
100,doctrine,7
375,direction,7
765,connection,7
528,put,7
424,passage,7
556,brings,7
557,established,7
760,exceeding,7
558,showing,7
584,entirely,7
409,fit,7
406,thought,7
355,belongs,7
1652,prays,7
393,greater,7
700,pure,7
1823,temperance,7
651,inspired,7
40,tenth,7
198,face,7
1001,animal,7
168,behold,7
1304,previously,7
872,hold,7
1307,food,7
5,old,7
286,least,7
1017,mark,7
1182,exercise,7
1093,pleasure,7
1131,We,7
227,forward,7
1199,memory,7
1112,portion,7
1205,learnt,7
264,practise,7
1072,longer,7
1339,vain,7
668,parent,6
1171,Israel,6
107,hear,6
376,governor,6
1611,winged,6
989,error,6
690,add,6
443,image,6
1104,study,6
415,Pharaoh,6
254,wholly,6
1274,admit,6
1000,plant,6
1666,pray,6
1213,little,6
1074,moral,6
570,high,6
183,nevertheless,6
559,virtuous,6
598,almost,6
1203,forgetfulness,6
1042,speed,6
431,go,6
425,read,6
74,destruction,6
129,truly,6
1020,true,6
549,Let,6
719,gave,6
251,equivalent,6
1931,young,6
119,appears,6
1132,speak,6
197,back,6
45,improvement,6
37,taken,6
196,shalt,6
778,prize,6
1928,laughed,6
779,feeling,6
270,exists,6
1149,prudence,6
317,event,6
331,taught,6
2478,offering,6
878,voice,6
1475,judgment,6
796,akin,6
910,habit,6
1395,Simeon,6
1397,pair,6
837,course,6
342,existing,6
838,immediately,6
1381,Very,6
1342,herd,6
447,act,6
1525,seven,6
874,unless,6
273,recollection,6
1365,happiness,6
1146,numerous,6
202,meant,6
935,everything,6
47,middle,6
169,giving,6
1416,often,6
203,answer,6
1905,laugh,6
280,complete,6
39,offer,6
571,spirit,5
2723,spontaneous,5
563,abundant,5
503,inheritance,5
1767,ear,5
1961,moderate,5
1972,beforehand,5
490,especially,5
1102,tree,5
1127,reality,5
495,O,5
542,wickedness,5
1108,consideration,5
1724,seed,5
1172,felicitous,5
520,anything,5
1126,lesson,5
94,learn,5
95,science,5
867,fallen,5
1068,former,5
691,difference,5
30,Moreover,5
966,similar,5
2252,design,5
1340,glory,5
946,impious,5
753,much,5
763,using,5
1385,bringing,5
775,wrong,5
916,sun,5
783,perhaps,5
2124,believed,5
1394,Reuben,5
909,far,5
899,motion,5
881,tongue,5
1449,accord,5
836,connected,5
877,organ,5
850,standing,5
2593,flour,5
1591,impetuosity,5
1598,folly,5
7,appeared,5
1605,easily,5
1233,inclined,5
1047,increase,5
593,entire,5
1237,teacher,5
1041,equal,5
17,near,5
1033,region,5
1022,proof,5
627,let,5
1270,leader,5
633,existence,5
1647,look,5
648,These,5
650,divinely,5
993,matter,5
1618,quality,5
2002,grief,5
667,honour,5
975,suitable,5
200,beheld,5
675,country,5
787,single,5
1147,intention,5
402,teach,5
222,infinite,5
294,Ruler,5
195,Thou,5
142,strength,5
242,prophet,5
298,represented,5
