,lemma,count
10,world,145
187,also,70
64,would,65
16,But,63
91,must,59
193,destroyed,58
141,earth,56
297,fire,55
335,nature,55
80,since,53
17,time,48
207,say,44
398,part,43
189,destruction,38
303,place,37
486,water,36
292,cause,33
159,air,32
142,animal,31
126,everything,31
518,argument,31
306,men,29
333,whole,29
294,power,28
692,seed,28
424,manner,27
313,I,27
396,together,26
323,great,26
451,man,26
11,nothing,25
504,without,25
254,created,24
119,may,24
405,necessity,23
234,element,23
7,God,22
251,liable,21
194,become,21
43,truth,21
101,therefore,20
633,natural,20
757,flame,20
878,sea,20
172,conflagration,20
74,either,19
473,light,19
555,age,19
258,portion,19
149,made,19
185,change,19
93,even,18
88,upon,18
113,first,18
238,like,18
109,corruption,18
153,reason,18
33,perfect,18
232,dissolved,18
62,disease,18
28,anything,18
517,ever,18
380,account,17
144,another,17
163,motion,17
554,old,17
211,’,17
443,case,16
197,impossible,16
125,indeed,16
528,substance,16
635,born,16
787,away,16
485,body,16
336,said,16
1,every,16
265,left,15
409,death,15
191,existence,15
283,many,15
249,eternal,15
1022,life,15
67,soul,15
246,opinion,14
243,different,14
477,whatever,14
106,two,14
118,order,14
253,contrary,14
274,number,14
632,follows,14
354,greater,13
257,take,13
167,affirm,13
300,long,13
383,god,12
38,person,12
573,possible,12
410,inasmuch,12
1470,extinguished,12
202,never,12
413,still,12
220,former,12
768,tree,12
420,beginning,12
18,necessary,12
427,else,12
138,heaven,11
910,principle,11
200,exist,11
55,doctrine,11
529,kind,11
525,external,11
429,better,11
263,indestructible,11
626,universe,11
836,idea,11
421,could,11
376,proof,11
569,separated,10
250,uncreated,10
171,period,10
130,present,10
559,exempt,10
519,make,10
314,degree,10
357,consequence,10
327,within,10
30,complete,10
302,regeneration,10
281,similar,10
279,though,10
350,want,10
293,longer,10
709,previously,10
309,immortal,10
103,question,10
1058,race,10
386,following,10
825,vast,9
66,give,9
208,—,9
364,work,9
661,accordance,9
127,much,9
1177,raised,9
821,wholly,9
179,taken,9
803,Why,9
1180,mountain,9
556,might,9
186,worse,9
177,subject,9
1534,becomes,9
26,outward,9
230,new,9
724,consider,9
25,visible,9
1027,see,9
1471,nourishment,9
148,fact,9
231,arrangement,9
493,plain,9
511,year,9
906,land,9
909,Therefore,9
32,intellect,9
222,form,9
299,existing,9
215,combined,8
305,according,8
1049,perfection,8
587,die,8
870,Again,8
961,Dion,8
269,imperishable,8
580,second,8
334,divine,8
881,little,8
971,namely,8
325,hand,8
340,formerly,8
725,point,8
780,last,8
521,appropriate,8
75,mean,8
1478,coal,8
539,end,8
1469,resolved,8
94,able,8
52,If,8
502,begin,8
708,instead,8
104,whether,8
27,sens,8
728,imagine,8
23,neither,8
133,spoken,8
660,deprived,8
553,free,8
176,called,8
976,cut,7
897,increase,7
245,three,7
572,greatest,7
328,sun,7
353,preserve,7
5,proper,7
643,appears,7
252,others,7
483,absolutely,7
289,dissolution,7
1391,changed,7
395,bound,7
791,produce,7
345,violent,7
611,besides,7
393,shall,7
1072,separate,7
726,position,7
264,thus,7
190,exists,7
721,let,7
112,use,7
563,quality,7
107,word,7
285,attribute,7
378,Plato,7
1445,diminished,7
804,Because,7
280,speak,7
963,Theon,7
433,maker,7
68,completely,7
227,state,7
1268,addition,7
550,outside,7
784,small,7
218,find,7
203,mentioned,7
157,night,7
864,becoming,7
464,poet,7
852,beyond,7
71,appear,7
829,altogether,7
955,proceeds,7
228,rather,7
151,certain,7
653,come,7
631,character,7
952,assertion,7
744,remains,7
472,brought,7
143,plant,7
602,four,7
315,call,6
960,foot,6
668,earthy,6
994,le,6
324,respect,6
978,back,6
36,sense,6
819,art,6
922,look,6
679,violence,6
1505,diffused,6
8,good,6
374,prove,6
562,cold,6
683,desire,6
823,need,6
887,remain,6
707,disorder,6
785,durability,6
1263,otherwise,6
166,Stoics,6
594,already,6
606,compounded,6
349,lapse,6
415,bond,6
859,woman,6
758,turn,6
412,united,6
756,ground,6
755,towards,6
24,among,6
239,broken,6
402,arranged,6
139,star,6
886,originally,6
445,philosophy,6
1060,everlasting,6
105,perishable,6
117,expression,6
727,impious,6
1163,production,6
484,receive,6
479,mankind,6
733,individual,6
627,entire,5
598,naturally,5
649,original,5
642,surely,5
926,immortality,5
610,far,5
920,matter,5
916,yet,5
815,nutriment,5
567,entirely,5
439,object,5
805,hold,5
450,especially,5
773,eternity,5
769,particular,5
418,think,5
411,keep,5
735,country,5
399,evil,5
397,capable,5
482,conceived,5
394,Now,5
893,inequality,5
699,often,5
377,proved,5
693,rise,5
510,season,5
903,likewise,5
367,birth,5
514,received,5
673,higher,5
561,heat,5
360,destroy,5
814,supply,5
1067,fable,5
1179,height,5
223,seen,5
1016,absurd,5
63,perhaps,5
242,confusion,5
237,appearance,5
136,system,5
284,generation,5
1131,diminution,5
277,creation,5
1096,produced,5
241,piece,5
178,consideration,5
1243,creature,5
1057,human,5
1803,island,5
183,used,5
1806,overwhelmed,5
99,It,5
14,knowledge,5
132,The,5
1409,something,5
155,endeavoured,5
480,given,4
729,excellent,4
1354,rational,4
129,purpose,4
1408,immediately,4
1341,till,4
776,circumstance,4
156,pas,4
802,true,4
820,thought,4
1197,leaf,4
434,beautiful,4
192,generated,4
188,utter,4
1238,forth,4
792,health,4
948,celebrated,4
1251,Is,4
174,adorned,4
165,third,4
164,revolution,4
120,know,4
160,sake,4
1410,except,4
954,specie,4
489,derived,4
534,city,4
645,connection,4
1625,contracted,4
636,inevitably,4
625,perish,4
551,full,4
624,decay,4
622,likely,4
613,Moreover,4
34,mind,4
1805,Delos,4
565,surround,4
570,vacuum,4
1901,elephant,4
577,influence,4
582,admit,4
536,consumed,4
1624,smaller,4
1412,contained,4
1606,extended,4
111,continual,4
713,opposite,4
