,lemma,count
58,men,60
56,even,23
304,also,20
13,may,19
173,kind,19
20,I,18
23,order,16
459,others,15
226,woman,15
172,every,14
337,another,14
343,without,14
118,upon,14
698,day,14
98,body,14
10,life,14
99,soul,13
121,nature,13
126,God,13
122,sacred,12
153,great,12
18,say,11
480,time,11
19,part,11
53,truth,11
953,wine,11
639,together,11
225,love,11
366,like,11
323,come,10
358,person,10
472,able,10
1013,entertainment,10
377,desire,10
689,eye,9
653,hand,9
55,well,9
54,know,9
622,house,9
162,But,9
38,side,9
287,though,9
668,nothing,9
581,place,9
68,virtue,9
405,philosophy,9
655,account,9
319,since,8
1626,chorus,8
380,end,8
264,light,8
123,law,8
574,take,8
182,made,8
1204,feast,8
1113,table,8
641,two,8
141,air,8
140,water,8
372,object,8
178,give,8
367,many,8
445,reason,7
571,would,7
726,look,7
951,banquet,7
168,power,7
86,called,7
119,else,7
188,whole,7
436,enemy,7
69,right,7
183,sun,7
34,head,7
392,necessity,7
631,sea,7
677,hymn,7
180,worship,7
671,drink,7
670,meat,7
63,must,7
663,holy,7
767,looking,6
270,beast,6
891,salt,6
256,common,6
260,rather,6
252,relation,6
216,full,6
137,honour,6
292,food,6
241,little,6
229,free,6
738,left,6
223,divine,6
549,brought,6
318,slave,6
924,description,6
394,wealth,6
332,sight,6
890,seasoning,6
469,present,6
835,portion,6
838,first,6
306,still,6
773,becoming,6
339,sect,5
198,knowledge,5
46,good,5
5,admiration,5
251,near,5
878,song,5
441,country,5
44,accustomed,5
1287,event,5
384,giving,5
232,completely,5
30,said,5
28,appears,5
635,produce,5
938,standing,5
360,away,5
681,Therefore,5
96,city,5
330,sens,5
766,indeed,5
505,land,5
289,see,5
89,either,5
743,explanation,5
478,care,5
281,live,5
857,worthy,5
922,manner,5
400,Greeks,5
112,rest,5
475,abundance,5
793,old,5
728,expression,5
1193,young,5
74,anything,5
573,wisdom,5
72,silence,5
1458,beautiful,5
199,mind,5
601,number,4
1212,delicacy,4
611,beyond,4
207,mortal,4
882,festival,4
204,perfectly,4
553,allure,4
231,influence,4
860,night,4
381,possession,4
375,Then,4
871,possible,4
388,property,4
389,companion,4
887,costly,4
352,happiness,4
350,never,4
335,falsehood,4
1345,acuteness,4
329,outward,4
889,bread,4
731,meaning,4
540,back,4
787,voice,4
771,sit,4
789,making,4
399,The,4
954,drinking,4
280,among,4
411,thus,4
268,introduced,4
263,bear,4
414,money,4
248,around,4
587,people,4
588,wholly,4
189,heaven,4
840,female,4
143,different,4
484,celebrated,4
161,animal,4
470,instead,4
110,folly,4
1148,guest,4
828,ground,4
115,passion,4
696,pray,4
818,accordance,4
151,raised,4
71,cause,4
824,equal,4
434,exceeding,4
678,psalm,4
41,poet,4
64,make,4
695,doctrine,4
139,earth,4
898,human,4
43,much,4
130,ancient,4
483,according,4
705,filled,4
78,intention,4
49,greatest,4
449,necessary,4
21,proceed,4
12,perhaps,4
93,excellent,4
105,pleasure,4
654,far,4
618,purpose,4
431,sober,4
181,perfect,4
617,plain,4
3,respect,4
699,morning,4
652,solitude,3
1573,hearer,3
1296,recorded,3
676,prophet,3
1623,thanksgiving,3
95,use,3
1228,composed,3
744,model,3
1008,skill,3
66,labour,3
1634,join,3
396,prepared,3
82,given,3
754,imaginable,3
666,perform,3
302,natural,3
1058,moderate,3
91,art,3
544,parent,3
450,blood,3
50,simplicity,3
312,creature,3
87,therapeutae,3
455,towards,3
428,piece,3
331,namely,3
14,le,3
359,carried,3
25,speak,3
24,subject,3
362,heavenly,3
1533,placed,3
22,regular,3
739,behind,3
685,recollection,3
519,mean,3
47,action,3
777,garment,3
518,concerning,3
1161,hair,3
1152,boy,3
901,thirst,3
1431,attention,3
379,already,3
4,selected,3
390,friend,3
772,age,3
526,disposition,3
886,eat,3
334,alone,3
45,scarcity,3
535,therefore,3
534,When,3
1175,tunic,3
1166,delicate,3
340,mankind,3
1235,dish,3
1251,eating,3
691,beauty,3
37,appearance,3
347,pas,3
967,’,3
888,character,3
35,sake,3
351,conduct,3
680,perfection,3
293,insatiable,3
560,servant,3
291,need,3
