,lemma,count
49,also,54
32,virtue,50
1,But,50
179,God,49
144,soul,45
151,say,45
257,man,41
18,I,41
26,mean,36
62,good,35
11,name,35
3,wife,31
139,may,31
85,nature,30
6,child,30
9,handmaiden,29
406,see,28
282,mind,27
1397,tenth,26
83,number,26
90,without,26
234,instruction,25
143,therefore,25
115,every,25
69,forth,24
196,part,24
28,wisdom,24
84,time,23
216,namely,23
1172,ten,23
309,shall,23
230,knowledge,23
134,upon,23
13,said,22
168,citizen,22
256,life,21
422,men,21
509,concubine,21
621,passion,21
153,reason,21
902,philosophy,21
193,made,21
444,sens,20
653,sacred,20
183,first,20
43,Moses,20
173,order,19
381,called,19
261,rather,18
306,word,18
443,external,18
2,Sarah,18
445,manner,18
82,according,18
448,sense,17
65,art,17
124,able,17
522,labour,17
4,Abraham,17
119,others,16
279,body,16
71,Therefore,16
16,Lord,16
1491,thee,16
14,unto,16
455,would,16
228,connection,15
248,great,15
229,encyclical,15
224,account,15
654,scripture,15
740,call,15
1419,outward,15
475,kind,15
205,two,15
311,mistress,15
1027,wickedness,15
25,interpreted,14
628,come,14
51,since,14
1206,law,14
420,perfect,14
454,power,14
242,must,14
378,science,14
337,among,13
323,learning,13
317,work,13
12,Hagar,13
34,alone,13
227,father,13
128,well,13
1094,still,13
24,The,13
447,object,13
366,speech,12
113,person,12
1124,pregnant,12
56,real,12
275,take,12
734,like,12
203,branch,11
2045,affliction,11
426,race,11
915,expression,11
60,evil,11
167,really,11
121,yet,11
319,historian,11
171,even,11
695,desire,11
496,fact,11
100,action,11
21,thou,11
488,honour,11
456,world,11
77,bring,11
759,son,11
268,contemplation,10
401,become,10
1017,earth,10
978,divine,10
341,way,10
280,pleasure,10
223,On,10
150,offspring,10
438,eye,10
425,symbol,10
185,received,10
1506,measure,10
523,cause,10
94,indeed,10
105,advantage,10
562,proper,10
64,need,9
531,different,9
19,bear,9
1347,ye,9
218,light,9
775,let,9
416,think,9
298,though,9
383,true,9
2017,thy,9
967,He,9
176,seed,9
30,particular,9
1003,place,9
1450,offer,9
145,brought,9
612,woman,9
281,end,9
365,faculty,9
681,country,9
287,intermediate,9
210,either,9
42,Now,9
709,hand,9
725,ever,8
400,many,8
81,year,8
556,intellect,8
207,three,8
662,prudence,8
72,animal,8
404,subject,8
863,This,8
616,existing,8
1028,whole,8
58,respect,8
576,love,8
472,Egypt,8
409,food,8
198,towards,8
166,legitimate,8
1002,another,8
907,full,8
567,hearing,8
652,voice,8
1396,holy,8
511,husband,8
680,excellent,8
548,contrary,8
821,afflicted,7
244,road,7
473,derived,7
1175,land,7
87,properly,7
226,becoming,7
326,look,7
79,fruit,7
464,portion,7
246,know,7
1405,nine,7
356,fond,7
721,gave,7
777,wise,7
1351,commandment,7
117,living,7
1138,inclined,7
1298,point,7
627,else,7
339,meet,7
926,character,7
718,reference,7
369,make,7
609,practiser,7
63,stand,6
235,house,6
1510,fine,6
1193,already,6
262,use,6
264,geometry,6
263,grammar,6
37,birth,6
240,city,6
451,judgment,6
259,short,6
258,naturally,6
73,plant,6
251,greatest,6
1528,water,6
247,common,6
370,rational,6
2091,bread,6
231,music,6
396,’,6
493,certain,6
316,found,6
525,study,6
390,disease,6
945,clearly,6
120,appear,6
500,In,6
169,It,6
123,age,6
693,live,6
503,inasmuch,6
689,benefit,6
154,multitude,6
146,never,6
671,doctrine,6
491,connected,6
859,heaven,6
1448,expressly,6
723,might,6
988,act,6
471,speaking,6
29,temperance,6
727,memory,6
827,becomes,6
726,recollection,6
220,mortal,6
559,irrational,6
1430,speak,6
1271,comprehension,6
31,justice,6
362,general,5
373,especial,5
372,peculiar,5
1090,day,5
1083,listened,5
376,whatever,5
8,Egyptian,5
858,king,5
795,keep,5
833,created,5
788,something,5
429,follows,5
973,giving,5
407,solid,5
797,skill,5
300,truly,5
20,go,5
1043,chief,5
641,indifferent,5
136,marriage,5
647,perfection,5
101,neither,5
1192,question,5
700,language,5
1466,smell,5
1655,festival,5
537,motion,5
1730,pupil,5
501,idea,5
219,brilliant,5
217,thinking,5
1663,sweet,5
441,attend,5
172,prayer,5
756,meaning,5
103,possible,5
733,state,5
1266,Very,5
1766,conceived,5
485,second,5
664,practise,5
921,noun,5
184,blessing,5
665,Jacob,5
666,appears,5
114,judge,5
463,speculation,5
465,resembles,5
1475,tribe,5
1486,consideration,5
642,always,5
54,nation,5
1113,completely,5
442,hear,5
57,truth,5
1374,first-fruits,5
269,proceed,5
544,much,5
459,matter,5
543,exercise,5
643,better,5
1503,golden,5
1399,formed,5
539,Leah,5
158,education,5
156,vain,5
2142,hunger,5
521,enduring,4
508,relation,4
516,reject,4
519,necessary,4
865,given,4
