,lemma,count
8,God,99
195,thing,91
62,one,85
1,And,59
59,man,56
3,say,56
37,soul,55
50,For,53
74,But,44
12,men,43
178,I,39
156,time,37
172,good,35
61,power,35
17,therefore,31
242,nature,30
384,even,30
228,may,29
244,without,29
31,made,27
4,Moses,25
170,upon,25
376,way,25
430,would,24
68,reason,23
527,like,22
254,come,21
380,person,21
457,earth,21
265,also,20
464,world,20
23,said,19
190,shall,19
103,mind,19
75,light,19
432,whole,19
14,child,19
372,hand,19
6,pas,19
525,right,19
735,great,19
151,grace,18
93,virtue,18
56,forth,18
40,part,17
319,able,17
225,body,17
1938,road,17
81,become,17
297,think,17
510,change,16
86,passion,16
401,alone,15
92,perfect,15
125,kind,15
143,living,15
171,anything,15
214,life,15
639,nothing,15
215,word,15
1476,house,15
20,expression,15
54,wisdom,15
275,never,14
1178,another,14
39,many,14
185,given,14
57,mean,14
179,give,14
28,divine,14
686,order,13
488,account,13
60,see,13
200,need,13
968,thy,13
461,every,13
450,father,13
679,everything,13
162,son,13
1013,cause,13
46,namely,12
534,contrary,12
134,truth,12
306,whatever,12
157,labour,12
100,thou,12
423,object,12
877,sight,12
507,knowledge,11
691,two,11
114,name,11
153,received,11
688,meaning,11
10,unto,11
52,pure,11
668,worthy,11
127,either,11
209,honour,11
1066,fact,11
1224,Noah,11
645,since,11
664,outward,11
375,away,11
48,flesh,11
158,brought,10
282,place,10
456,heaven,10
253,impure,10
174,first,10
658,towards,10
453,must,10
1835,priest,10
362,pleasure,10
261,indeed,10
322,necessity,10
133,mortal,10
603,turn,10
217,action,10
904,receive,10
435,Therefore,10
199,else,10
440,opinion,10
1211,natural,9
49,go,9
361,eye,9
471,Lord,9
1225,found,9
98,wickedness,9
743,plant,9
628,others,9
1076,left,9
959,might,9
909,put,9
1377,find,9
108,The,9
271,let,9
486,created,9
409,law,8
689,within,8
1159,disease,8
232,still,8
1956,land,8
776,animal,8
754,water,8
662,inasmuch,8
671,sens,8
889,specie,8
301,number,8
974,judge,8
1758,leprosy,8
1284,full,8
985,air,8
994,human,8
90,appropriate,8
88,call,8
1286,unmixed,8
149,gift,8
283,Now,8
15,It,8
763,speak,7
72,sacred,7
355,greatest,7
189,ye,7
66,ever,7
865,different,7
990,anger,7
1256,On,7
293,speaking,7
711,habit,7
298,unit,7
29,spirit,7
601,short,7
665,sense,7
657,creation,7
398,properly,7
626,future,7
1504,heavenly,7
1527,make,7
235,yet,7
1185,though,7
76,intellect,7
22,something,7
1950,royal,7
928,evil,7
159,manner,7
1945,earthly,7
454,add,7
931,respect,7
1600,accounted,7
1572,rather,7
476,considered,7
163,called,7
961,better,7
180,thee,7
