,lemma,count
25,I,157
28,man,94
145,brother,69
12,also,63
135,But,62
98,father,58
331,even,58
53,time,57
103,great,48
68,king,47
125,good,46
16,men,44
389,would,43
188,said,43
406,without,37
541,upon,36
468,may,34
292,every,33
179,dream,32
582,brought,32
803,master,32
100,son,30
86,manner,29
97,’,28
69,people,28
10,nature,28
13,person,28
478,country,28
430,Egypt,28
1146,first,27
432,way,27
93,since,27
243,still,27
365,say,26
575,truth,26
391,though,26
639,necessary,26
344,evil,25
130,might,25
369,death,25
474,shall,25
786,reason,25
89,city,25
291,indeed,23
631,whole,23
216,thus,23
711,chief,23
470,body,22
550,child,22
2307,youngest,22
678,slave,22
42,affair,22
390,done,22
242,another,22
440,others,22
255,mind,21
1092,God,21
872,give,21
2,different,21
239,day,21
17,account,21
889,young,21
55,year,21
5,towards,20
38,order,20
277,come,20
119,like,20
923,governor,20
24,life,20
140,house,20
280,let,19
525,never,19
156,word,19
1614,food,19
171,therefore,18
238,nothing,18
555,two,18
189,thought,18
322,soul,18
733,state,18
435,sold,18
529,action,18
56,age,18
692,The,18
434,Joseph,18
114,cause,17
721,full,17
613,land,17
861,honour,17
720,law,17
893,gave,17
299,among,17
218,mean,17
899,committed,17
1735,corn,17
1143,prison,17
591,calamity,17
782,multitude,17
250,came,16
133,forth,16
379,many,16
201,appeared,16
1,three,16
1201,power,16
473,see,16
142,part,15
197,hand,15
405,back,15
104,left,15
1666,seven,15
264,respect,15
993,punishment,15
262,fear,15
276,ever,15
138,fortune,15
542,made,15
1685,second,15
1389,must,15
268,able,15
461,become,14
254,event,14
446,present,14
894,proof,14
87,hope,14
126,disposition,14
129,care,14
279,rather,14
121,virtue,14
593,long,14
18,given,14
768,either,14
113,last,14
735,authority,13
153,much,13
557,greatest,13
112,old,13
229,vision,13
463,alive,13
748,found,13
73,matter,13
355,saying,13
47,kind,13
574,heard,12
1095,put,12
997,know,12
1073,look,12
710,eunuch,12
96,Therefore,12
1707,go,12
448,short,12
2441,sack,12
464,dead,12
930,whether,12
484,received,12
535,accusation,12
241,saw,12
380,place,12
749,nation,12
896,servant,12
1278,occasion,12
1741,famine,12
900,circumstance,12
307,inasmuch,12
252,happened,11
813,always,11
372,sake,11
898,household,11
31,consequence,11
960,desire,11
29,arrived,11
847,take,11
653,perhaps,11
578,ear,11
245,former,11
796,change,11
286,family,11
124,natural,11
309,sent,11
149,feeling,11
272,appear,11
1006,pleasure,11
483,money,11
1420,speak,11
743,number,10
750,want,10
648,could,10
415,garment,10
157,kept,10
1601,interpretation,10
310,away,10
50,youth,10
58,business,10
1221,false,10
937,wife,10
63,think,10
986,use,10
173,free,10
888,subject,10
707,He,10
517,world,10
797,appearance,10
603,tear,9
516,behind,9
410,forward,9
513,far,9
332,according,9
587,wholly,9
537,receive,9
504,stranger,9
266,thy,9
580,eye,9
358,called,9
480,object,9
321,disease,9
1551,baker,9
330,everything,9
1582,cup,9
1647,commanded,9
2334,spy,9
1167,le,9
163,passion,9
712,cook,9
1026,alone,9
773,anything,9
990,make,9
989,woman,9
90,find,9
