lemma,count
πᾶς,90
θεός,86
ψυχή,54
λόγος,49
ἀγαθός,44
ἀρετή,35
φύσις,28
δύναμις,28
γίγνομαι,26
φημί,25
μόνος,24
καλός,23
λέγω,23
ὥσπερ,23
πόνος,23
ἵνα,22
ὅταν,21
ἕτερος,18
νόος,18
πρῶτος,18
θνητός,17
τρόπος,17
σῶμα,17
χρόνος,17
ἕκαστος,17
πρότερος,16
καθός,16
ἔχω,16
ἀεί,14
πάθος,13
γένος,13
κατός,13
κακία,13
ἔργον,13
εἶπον,13
κύριος,13
ὄνομα,12
δοκέω,12
ἡγεμών,12
ποιέω,12
πρωτός,12
θεῖος,12
Ἄβεις,11
Κάιος,11
ἄξιος,11
ἡμέρα,11
μέγας,11
εἶδον,10
κόσμος,10
οἶδα,10
φέρω,10
χείρ,10
υἱός,10
μέσος,10
δεῖ,10
ἄλογος,10
μήτρα,10
πολύς,9
κακός,9
ἄνθρωπος,9
τέλειος,9
ἐκεῖνος,9
βίος,9
γυνή,9
εὑρίσκω,9
καρπός,9
φύω,9
ἐπός,9
πόλις,9
δύο,8
ἀνάγκη,8
δόγμα,8
ἐπιστήμη,8
Μουσός,8
σοφός,8
τέλεια,8
πρόβατον,8
πρέσβυς,8
νέος,8
ἴδιος,8
νομοθέτης,8
γενέσις,8
δίδωμι,8
ἡδονή,8
χράω,8
ἀνήρ,8
ἀγένητος,8
πράγμα,8
ὅρκος,8
λαός,7
ἀμείνων,7
ἅτε,7
γένης,7
εὐθύς,7
πρεσβεῖα,7
μισούμενος,7
ἐκτός,7
λαμβάνω,7
τροφή,7
ἄριστος,7
χάρις,7
ὅλος,7
ἡγεμονικός,7
Λευίτης,7
καλέω,6
φρόνησις,6
μέλλω,6
ἴσος,6
ἀσκητής,6
ἀκοή,6
πατῶς,6
ἐπιμέλεια,6
ἀλήθεια,6
ἀφός,6
τιμή,6
δύναμαι,6
αἰσθήσης,6
κτῆμα,6
πάλιν,6
ζάω,6
σύνολος,6
ζωῦς,6
ἀκούσιος,6
διό,6
χρή,6
ἀπαρχή,6
παλαιός,6
διανοῖγος,6
κτῆσις,5
αἴτιος,5
πόλεμος,5
Ἰάκαψ,5
ἄνως,5
