,lemma,count
28,God,140
110,also,90
61,say,86
31,soul,81
83,mind,78
32,man,71
210,good,67
12,I,63
79,But,57
114,virtue,53
46,outward,52
133,sens,51
271,nature,48
45,body,47
225,men,47
16,great,40
252,may,39
89,power,38
142,object,36
59,Moses,35
293,reason,35
20,name,35
2,said,35
230,multitude,34
78,part,33
112,word,33
14,thee,33
48,speech,33
144,mean,33
668,account,33
498,time,32
315,law,31
9,father,30
262,upon,30
6,thy,30
160,like,28
25,shall,27
432,place,27
628,able,27
92,among,27
651,divine,27
752,manner,27
382,passion,25
181,life,25
47,sense,25
370,person,24
11,house,24
433,perfect,24
223,even,24
131,come,24
640,wisdom,23
990,number,23
304,every,23
21,thou,23
240,without,22
286,intellect,22
308,sacred,22
525,never,21
10,’,21
39,namely,21
328,desire,20
424,respect,20
224,though,20
218,become,20
163,would,20
26,earth,20
150,world,19
111,universe,19
294,wise,19
488,see,19
396,scripture,19
496,still,19
446,another,19
194,therefore,18
653,way,18
41,abode,18
818,knowledge,18
49,according,18
126,made,18
448,opinion,18
409,worthy,18
330,whole,18
34,give,17
7,land,17
336,Egypt,17
511,disposition,17
750,full,17
629,labour,17
790,fact,16
900,better,16
180,know,16
413,race,16
1062,truth,16
184,many,16
86,since,16
227,eye,16
331,people,16
932,either,15
522,kind,15
300,love,15
706,beautiful,15
491,cause,15
802,On,15
235,portion,15
214,together,15
379,call,15
109,called,15
22,shalt,15
15,make,15
204,pleasure,14
207,forth,14
674,present,14
1210,contemplation,14
361,external,14
277,rather,14
344,sight,14
76,must,14
3,Abraham,13
502,created,13
17,nation,13
414,seeing,13
695,blessing,13
494,son,13
645,everything,13
471,go,13
121,expression,13
1,Lord,13
305,mortal,13
107,order,13
919,heaven,12
365,work,12
2194,seventy,12
94,care,12
921,ye,12
610,hand,12
1057,evil,12
903,voice,12
1303,speak,12
245,ever,12
216,indeed,12
2047,mixed,12
125,anything,12
256,real,12
2254,Charran,12
191,ought,12
53,symbol,11
348,whatever,11
743,living,11
130,short,11
913,mouth,11
33,first,11
805,heard,11
1292,honour,11
362,child,11
138,What,11
810,hearing,11
817,different,11
63,art,11
845,He,11
237,away,11
1074,right,11
838,praise,11
899,gift,11
1836,went,10
51,country,10
506,put,10
213,faculty,10
1457,fire,10
24,curse,10
185,passage,10
761,light,10
740,existing,10
220,others,10
268,Now,10
460,yet,10
890,seen,10
73,follows,10
120,This,10
1142,meaning,10
36,towards,10
246,fruit,10
834,appear,10
717,state,10
528,follow,10
217,given,9
608,previously,9
515,doctrine,9
1260,blame,9
273,interpreted,9
1090,contrary,9
999,bear,9
1027,end,9
1500,woman,9
84,irrational,9
974,two,9
474,done,9
504,brother,9
439,human,9
884,think,9
168,saying,9
716,excellent,9
1851,motion,9
337,take,9
374,day,9
134,invisible,9
320,contained,9
877,Do,9
835,really,9
786,tell,9
841,established,9
23,blessed,9
123,The,9
359,exceeding,9
378,else,9
366,going,8
477,much,8
475,nothing,8
284,dwell,8
339,thinking,8
1506,perceptible,8
2430,five,8
1413,disease,8
363,Israel,8
1121,foot,8
122,equivalent,8
1400,appears,8
1154,truly,8
288,specie,8
1047,plain,8
859,inasmuch,8
1870,road,8
966,appreciable,8
1302,offspring,8
594,always,8
99,rest,8
410,mentioned,8
907,visible,8
297,separate,8
1244,conception,8
1222,whether,8
1301,Aaron,8
380,devoted,8
228,lead,8
570,beyond,8
324,exceedingly,7
1287,fond,7
431,In,7
309,interpreter,7
314,giving,7
66,return,7
1476,year,7
323,instruction,7
269,interpretation,7
388,side,7
281,When,7
280,distance,7
367,prophet,7
1414,health,7
351,Therefore,7
1152,reality,7
18,bless,7
617,prize,7
951,single,7
621,contest,7
1147,anger,7
940,judge,7
935,proceeds,7
923,speaking,7
189,thus,7
182,teach,7
912,organ,7
657,receive,7
883,folly,7
1010,unless,7
101,event,7
159,command,7
850,point,7
708,greater,7
836,spoken,7
731,proper,7
135,destitute,7
8,kindred,7
127,subject,7
780,might,7
115,Jacob,7
1726,elder,7
198,friend,7
1066,rank,7
249,rise,7
1065,find,7
1024,arrive,7
531,path,7
536,opposite,7
85,rational,7
255,beauty,7
1015,suitable,7
40,change,7
1353,turn,6
1177,natural,6
867,already,6
1361,tear,6
50,utterance,6
844,saw,6
44,region,6
1013,comprehend,6
1375,Pharaoh,6
825,understood,6
1095,enemy,6
537,character,6
732,set,6
796,accordance,6
795,action,6
1166,offering,6
530,guide,6
751,idea,6
870,hope,6
902,existence,6
1088,bad,6
399,left,6
583,unable,6
586,second,6
998,Since,6
967,far,6
52,emblem,6
1281,argument,6
1022,skill,6
619,victory,6
1038,near,6
476,thought,6
1288,view,6
2544,Sichem,6
1071,alone,6
420,leave,6
641,best,6
1079,small,6
642,possible,6
478,wicked,6
485,fear,6
543,passed,6
658,inheritance,6
574,neither,6
113,practiser,6
158,shown,6
176,king,6
157,uttered,6
91,energy,6
72,form,6
229,ear,6
1747,prudence,6
1922,brought,6
1412,case,6
98,separated,6
1826,perhaps,6
233,choose,6
175,ruler,6
312,holy,6
239,possession,6
167,death,6
1456,respecting,6
453,accurate,5
197,O,5
627,labouring,5
292,Lot,5
633,distinctive,5
634,quality,5
623,get,5
1773,raise,5
1285,sake,5
1262,came,5
920,sound,5
1276,coming,5
289,comprehensible,5
302,imperishable,5
97,dwelling,5
1471,joy,5
437,let,5
660,excessive,5
898,greatest,5
164,injunction,5
470,accustomed,5
283,acquainted,5
959,rough,5
74,necessity,5
257,exists,5
547,destroyed,5
1077,usually,5
81,connected,5
1048,lover,5
1135,fall,5
1140,belly,5
568,gratitude,5
1145,indulge,5
261,looked,5
263,importance,5
1037,Behold,5
231,connection,5
1686,heart,5
1012,advantage,5
1006,numerous,5
1712,look,5
995,magnitude,5
495,Joseph,5
992,reference,5
1173,longer,5
609,antagonist,5
1180,long,5
963,meant,5
479,hate,5
676,virgin,5
285,speculation,5
419,immortal,5
649,food,5
677,daughter,5
1331,At,5
58,dissolved,5
395,Accordingly,5
391,naturally,5
390,recollection,5
1348,pay,5
385,well,5
60,witness,5
1925,age,5
829,sun,5
827,behold,5
720,happened,5
823,music,5
373,till,5
815,consequence,5
730,accurately,5
13,show,5
342,burden,5
343,endowed,5
1408,reputation,5
358,concerning,5
794,particular,5
5,Depart,5
755,influence,5
1334,often,5
1589,examine,5
318,appropriate,5
415,ignorance,5
876,enter,5
1880,difficult,5
319,oracle,5
317,found,5
878,fancy,5
1454,creature,5
681,free,5
585,flee,4
661,prepared,4
812,learning,4
726,usual,4
1839,live,4
580,course,4
2211,union,4
1950,easily,4
905,judged,4
993,increase,4
82,akin,4
725,desired,4
799,foolish,4
797,received,4
1981,confines,4
171,none,4
174,use,4
554,using,4
1089,individual,4
539,confused,4
1592,garment,4
1085,join,4
545,plant,4
754,high,4
774,addition,4
550,vigorously,4
556,sacrifice,4
2069,memory,4
778,tree,4
561,reasoning,4
784,likewise,4
1663,These,4
881,believe,4
669,seal,4
1045,obtain,4
1849,If,4
1713,laid,4
2144,contains,4
2481,forgetfulness,4
635,Laban,4
843,close,4
847,conceived,4
1896,hear,4
195,earthly,4
2172,equal,4
631,remain,4
1577,prayer,4
914,tongue,4
1790,brings,4
989,improvement,4
639,practise,4
917,Ye,4
688,useful,4
190,perceive,4
188,thyself,4
1828,want,4
855,source,4
861,future,4
1887,Creator,4
873,certain,4
703,showered,4
1770,spark,4
1830,Sarah,4
987,opportunity,4
605,instance,4
208,strength,4
1742,feeling,4
2121,keep,4
911,air,4
964,explain,4
