lemma,count
θεός,54
πᾶς,51
φύσις,38
ἄνθρωπος,36
ψυχή,33
γίγνομαι,29
μόνος,29
ἀγαθός,28
πολύς,26
βίος,24
φημί,24
πρῶτος,22
ἀρετή,21
ἔχω,20
σῶμα,20
οὐδείς,20
ἑαυτοῦ,19
ἅπας,18
ἐλπίς,18
ὅλος,17
πόλις,17
ἀεί,17
κακός,17
ἕτερος,16
καλός,16
καθά,16
ἐχθρός,16
ἀρχή,15
κατός,15
ἐπός,15
νόμος,15
ἔθνος,15
ἕκαστος,15
ἴδιος,15
μέρος,14
μέγας,14
γένος,14
ὅταν,14
οὐρανός,13
ὥσπερ,13
ἡμέρα,13
λόγος,13
καθός,12
πατήρ,12
πάλιν,11
ἀλήθεια,11
χώρα,11
δύναμις,11
φόβος,11
λέγω,10
πρότερος,10
ἔργον,10
δεῖ,10
υἱός,10
ἀδελφός,10
εἶπον,10
λαμβάνω,9
γενέσις,9
θνητός,9
κόσμος,9
γέρας,9
πόλεμος,9
ἀνήρ,9
ἐκεῖνος,9
καρπός,9
θεῖος,9
κενός,9
πλοῦτος,9
τρόπος,9
μᾶλλον,9
ἀναγκαῖος,9
ἵνα,9
οἶκος,8
δοκέω,8
βελτίων,8
διττός,8
δεινός,8
τρεῖς,7
εἰρήνη,7
ἀγών,7
δυνατός,7
δόξα,7
ἄξιος,7
ἆθλος,7
δικαιοσύνη,7
κύκλος,7
ἡδονή,7
κἀν,7
ἀριθμός,7
χράω,7
γέγων,7
εἷ,7
θάνατος,7
ποιητής,6
καιρός,6
ἄθλος,6
ἱερός,6
μόλις,6
ἀντί,6
ἅμα,6
κοινός,6
ἄριστος,6
κακία,6
πατῶς,6
φαντασία,6
ὑπός,6
φύω,6
φέρω,6
τρίτος,6
τέλος,6
συγγένεια,6
νόος,6
λογισμός,6
ἡγεμών,6
ἑκάτερος,6
ὁδός,6
ἄνω,6
σύνολος,6
οἰκία,6
ἐπιθυμία,6
πρᾶξις,6
ἀρά,6
χείρ,6
ἱερόν,6
χάρις,6
κεφαλή,6
μικρός,6
εὐτυχία,6
ἐπάρατος,6
ἰδύς,5
τελειός,5
πονηρός,5
ἀήρ,5
βραβεῖος,5
τοὐναντίος,5
ἀφός,5
μάλιστα,5
ἡγεμονία,5
εἶδον,5
τέλειος,5
εὐδαίμων,5
πολέμιος,5
εὐσέβεια,5
ὑπαίτιος,5
ὄνομα,5
Μετάς,5
ἔρως,5
ἐξαίφνης,5
ἀδικία,5
οἰκεῖος,5
ὄψε,5
πάθος,5
ἀνάγκη,5
ἰσχύς,5
σωτήριον,5
ζωῦς,5
γένης,5
συμβαίνω,5
ἡλικίος,5
ἀντίπαλος,5
ὀλίγος,5
δύναμαι,5
αἰσθήσης,5
ἄλογος,5
χαρά,5
σύμπας,5
ἥσσων,5
ζωή,5
τάξις,5
ἀτελής,5
παῖς,5
δύο,5
δυσμενής,5
ποτέ,5
χρόνος,5
δίκη,5
μέλλω,5
θηρίος,5
δεσπότης,5
λόγιον,4
ἀθάνατος,4
σπουδαῖος,4
γενεά,4
εἶδος,4
νουθεσία,4
τροφή,4
σοφία,4
ἐπιμέλεια,4
σπορά,4
ἐπισκεπτέον,4
ἔνιοι,4
νίκη,4
αἰσχρός,4
διότι,4
φεύγω,4
συγγενής,4
νῦν,4
νόσος,4
κοινῇ,4
φθορά,4
μηδός,4
χαρός,4
ὁράω,4
ἄρχω,4
ἕπομαι,4
ἑκούσιος,4
παρέχω,4
γνήσιος,4
κράτος,4
ἔθος,4
πεδιάς,4
ὅσπερ,4
οὐράνιος,4
παρύ,4
πῶς,4
διανοία,4
εὐχή,4
πολυάνθρωπος,4
σοφός,4
πολύπαις,4
εὔτεκνος,4
ὁρμή,4
αἰδώς,4
ὁσιότης,4
γένη,4
ἐσχατιά,4
ἔοικα,4
ἀπόλαυσις,4
βλάβη,4
οἰκήτωρ,4
εὐεργεσία,4
περιουσία,4
ἄφθονος,4
εὐφορία,4
γονεύς,4
ἐνιαυτός,4
κακώσης,4
πικρός,4
ὁρισθές,3
λογικός,3
ἀρετός,3
ἀκόλουθος,3
ἀθλητής,3
χρηστός,3
γέλως,3
ῥᾴδιος,3
τιμός,3
παλαιός,3
Ἕλλην,3
μετέωρος,3
πτηνός,3
ὕστερος,3
σκοπέω,3
πέλαγος,3
ἀσκητής,3
δράω,3
εὐθύς,3
σπέρμα,3
ἀσινή,3
χαλδαῖος,3
ἐξαίρω,3
παράπαν,3
δεύτερος,3
καταλιμπάνω,3
αἰνίττετα,3
ἐπιθυμιός,3
ἀψευδή,3
φίλος,3
ἐπιτήδευμα,3
μεθός,3
κραταιότερος,3
ἄχρι,3
πλήν,3
ἄσωμα,3
πίστις,3
αὐτομαθής,3
ἄτρυτος,3
λογισμόω,3
νοητός,3
μυρίος,3
ἀπαγορεύς,3
ἄνευ,3
ὑγεία,3
πρόνοια,3
σωτηρία,3
συμφέρω,3
αὐχμηρός,3
ἀνθρώπινος,3
αἰθήρ,3
ἀόριστος,3
ἄκρα,3
