lemma,count
πᾶς,100
θεός,64
μόνος,57
λόγος,50
ψυχή,47
λέγω,39
ἄνθρωπος,38
φημί,38
γίγνομαι,30
σῶμα,28
φύσις,28
ὄνομα,27
ἐπός,27
κακία,27
δύναμις,26
ἕκαστος,24
κακός,24
πόλις,22
ἵνα,22
οὐρανός,21
τρόπος,21
ἔχω,20
νόος,19
ἀγαθός,18
πύργος,17
θεῖος,17
ὥσπερ,16
πολύς,16
σύγχυσις,15
εἶπον,15
ἕτερος,15
ἔργον,15
γένος,14
καθός,14
ἀκοή,14
πατήρ,14
ἀρετή,14
κόσμος,14
πάλιν,13
εἶδον,12
μέγας,12
δίκη,12
χάρις,12
χράω,12
ἅπας,12
ἀμείνων,12
ὅλος,12
ἀρχή,12
φωνή,11
υἱός,11
ἐκεῖνος,11
σοφός,11
κύριος,10
καλέω,10
ἡδονή,10
πολλάκις,10
Μουσός,10
ἵστημι,10
κατός,10
παρύ,9
ἔοικα,9
ἀλλήλων,9
ἐπιστήμη,9
αἴτιος,9
μέρος,9
πάθος,9
δοκέω,9
νόμος,8
ἴδιος,8
βασιλεύς,8
οἰκεῖος,8
ὕδωρ,8
πρῶτος,8
εἰρήνη,8
μεθός,8
καλός,8
αἰσθητός,8
διαλέκτος,7
χεῖλος,7
πηλός,7
ποιέω,7
χείρ,7
πούς,7
χείρων,7
ἄλογος,7
συμφωνία,7
ἀδίκημα,7
οἶδα,7
αἰσθήσης,7
ἰσχύς,7
χράομαι,7
ἐπειδάν,7
μερός,7
πρότερος,7
ἡμέρα,7
διάνοια,7
βίος,7
ἄφρων,7
ἀκούω,7
γένης,7
εἶδος,7
ἀνατολή,7
ἴσος,7
ἐρῶ,6
ἐκεῖ,6
πλησίος,6
πλίνθος,6
ἄσφαλτος,6
ἄρχω,6
νῦν,6
ἀλήθεια,6
βούλομαι,6
νομοθέτης,6
πῶς,6
ἥσσων,6
ἔμπαλιν,6
κοινωνία,6
μέχρι,6
σφόδρα,6
ἐπιθυμία,6
ἀδικία,6
λαμβάνω,6
λογισμός,6
πατῶς,6
ὁράω,6
πρέσβυς,6
παράπαν,6
ἄγγελος,6
κινήσιος,6
φθορά,6
πόλεμος,6
γενέσις,6
δόξα,6
αἶσθα,6
ὀφθαλμός,6
ἡγεμών,6
ἄσωμα,6
ἕνεκα,6
οὐσία,6
ἴσως,6
κατασκευή,6
αἰτία,6
τέλος,6
εὑρίσκω,5
ἕως,5
ἰδού,5
ὁδός,5
δεινός,5
μυρίος,5
