lemma,count
ψυχή,29
πᾶς,23
μόνος,22
ἀγαθός,22
θεός,17
υἱός,16
σῶμα,15
ἀλλόος,15
λόγος,13
μέντοι,13
φημί,13
πρέσβυς,13
λέγω,11
ἀρετή,10
σοφός,10
ὄνομα,9
ἔχω,9
κακία,9
πολύς,8
νέος,8
γίγνομαι,8
καλέω,8
κύριος,8
καλός,8
μισούμενος,8
οἶκος,8
ὅλος,7
πρεσβύς,7
δύναμις,7
παῖς,7
φύσις,7
κατός,7
Σάς,7
ποιέω,6
ἐγώ,6
ἡλικίος,6
ἕτερος,6
Ἀβραός,6
εἶδον,6
ἐκεῖνος,6
ἄφρων,6
ἀρχή,6
ἕκαστος,6
κακός,5
δόξα,5
γένης,5
ἄξιος,5
χράω,5
νόμος,5
ἐπός,5
σχεδόν,5
τέλειος,5
γενέσις,5
μέγας,5
ἀδελφός,5
ἐκτός,5
ἀναγκαῖος,5
παρός,5
δοῦλος,5
Χαναά,5
πρότερος,4
οἰκεῖος,4
ἔμπαλιν,4
ἄνθρωπος,4
ἑαυτοῦ,4
νόος,4
ἀμείνων,4
ὀνομάζος,4
χρόνος,4
παιδίον,4
γνήσιος,4
ἀνήρ,4
ἅπας,4
τέκνον,4
κάλλος,4
πατήρ,4
ἠγαπημένης,4
πρωτός,4
δύναμαι,4
εὐθύς,4
πρῶτος,4
ὥσπερ,4
δίκαιος,4
Χαναός,4
ἡσυχία,4
μέθος,3
ἐρῶ,3
χρησμός,3
Νόος,3
νεότερος,3
νόσος,3
πλοῦτος,3
μέρος,3
αἰσθητός,3
ἰσότιμος,3
γοῦν,3
πρᾶξις,3
τρόπος,3
δυνάμενος,3
ἔοικα,3
Ἰσμαάλ,3
πάλιν,3
νόθος,3
ἐπειδάν,3
ἴδιος,3
οὐκοῦν,3
ὀρθός,3
βίος,3
ἀεί,3
ἀνάστρεψος,3
λαμβάνω,3
νομίζω,3
ἡγούμενος,3
χάρις,3
γνώμη,3
οἶμαι,3
δοκέω,3
ἀπόδοσις,3
ἔθος,3
εἶπον,3
παρύ,3
ἡγεμών,3
εἰκότως,3
ὅπως,3
ἀνάμνησις,3
λήθη,3
φορός,3
κινήσιος,3
γεωργός,3
μουσικός,3
μυρίος,3
ἵνα,3
ἀρετής,3
ἁμαρτάνω,3
σάλος,3
κίνα,3
εὐχή,3
κόσμος,3
δεσπότης,3
εὐεργέτης,3
εὔχομαι,3
οἶνος,2
γιγνώσκω,2
νῆφος,2
ἐάω,2
ἐξαίρω,2
ἀνακαλή,2
σύνολος,2
νηφάλιος,2
μᾶλλον,2
διανοία,2
θαυμάζω,2
φέρω,2
μάλιστα,2
σύνεσις,2
νοητός,2
θέα,2
ὀφθαλμός,2
τιμάω,2
θάνατος,2
κρείττων,2
ἀζήμιος,2
πατῶς,2
μνήμης,2
ἀναγράφεια,2
νεωτεροποιία,2
ἀγαπός,2
ἐμφαίνης,2
ὅρος,2
πράγμα,2
μέλλω,2
πολλαχός,2
πολυετία,2
ἀφορός,2
βραχύς,2
μήκιστος,2
κινούμενος,2
εὖ,2
Ἰσαά,2
δίδωμι,2
ἡνίκα,2
καίτοι,2
πρό,2
τροφή,2
ὅμως,2
σοφιστός,2
ἴσης,2
ἑκάτερος,2
ἐπιστήμης,2
λαός,2
(Deut,2
ἀναγράφετα,2
θνητός,2
Ἰωσή,2
νεώτατος,2
μήπω,2
ὁράω,2
ὕμνος,2
ἄρχω,2
„πρὸς,2
τυχηρός,2
μέν,2
αἰτία,2
δήπου,2
οἶδα,2
ἀξίων,2
πρόσρησις,2
νεωτεροποιός,2
γνωρίμος,2
δύο,2
γυνή,2
ὑπάρχος,2
εὑρίσκω,2
καθήκη,2
στεργόμενος,2
δήδηλος,2
μοῖρα,2
φρόνησις,2
ἄχρι,2
φιλήδων,2
φιλάρετος,2
ὄντως,2
αἰών,2
ἀνομία,2
Ἠσαύς,2
συνᾴδης,2
Μανασσός,2
Ἐφραί,2
μνήμη,2
ἑρμηνεύς,2
καρπός,2
μνῆμα,2
ἕνεκα,2
δεξιόσαμος,2
καταράτης,2
σκεπτέω,2
υἱωνός,2
μικρός,2
θελήσης,2
Χαί,2
καρπόμμενος,2
„ἐπικατάρατος,2
οἰκέτης,2
ἴσως,2
σχέσις,2
κίνησις,2
τόπος,2
σχέσεις,2
τέκτον,2
ζωγράφος,2
ἐνεργός,2
ὕλη,2
δένδρον,2
χράομαι,2
ψόγος,2
ἔπαινον,2
ἄνευ,2
ἠρεμός,2
φρόνιμος,2
σώφρων,2
πόνος,2
διανόιος,2
ἐλεύθερος,2
κοινός,2
δυνατός,2
ἄγω,2
ἄδικος,2
ἀδυνατός,2
καιρός,2
θέρμα,2
πυρετός,2
ὁτέ,2
λέπρα,2
διαχέητος,2
αἰνίττετα,2
Σῆμα,2
γένος,2
ἀφός,2
φίλος,2
σαφής,2
κλῆρος,2
πέραν,2
βασιλεύς,2
πανηγεμών,2
κράτος,2
ἀξιός,2
Ἰάφος,2
κατοικάσατος,2
πλάτος,2
ἑπομένη,1
γυμνόσστος,1
νομοθέτης,1
διεξεληλυθός,1
ἄρξωμ,1
λεχθείς,1
ἑξῆς,1
προσάρμόττος,1
περίεστις,1
ἀκόλουθα,1
ὅδε,1
„ἐξένηψε,1
ὠφελίμοτατος,1
ἀνωμολόγης,1
ἄμετρος,1
πλησμονή,1
γιγόμενος,1
ἀπωθείτης,1
αἰσθήσης,1
ἄκρος,1
ὀξύτης,1
ἀκονά,1
βαρυνόμενα,1
πίπτω,1
ἐπικουφίζης,1
ἐνεργείος,1
μέρεσις,1
ἑτοιμότης,1
ἐντίκτονος,1
δημιουργός,1
ὁπότος,1
πόσις,1
οἰκεῖον,1
λυσιτελέστατος,1
φθαρτός,1
τροφός,1
ἀλλότριος,1
νηφός,1
μεγαλειότερον,1
δυναστεία,1
ἰσχύς,1
ὄμμα,1
ἰσχύσαι,1
διοιχθήνης,1
οἷος,1
ῥεῦμα,1
συγχυθήνης,1
καταμύσης,1
τότε,1
ὀξυωπήσαξ,1
φρόναος,1
ἐμβλέπος,1
ἄγαλμος,1
ἐντεύξετος,1
ψυχαγωγός,1
ἀπονεύς,1
βλέπων,1
ὀξυωπέστατος,1
λάχος,1
φάος,1
περιττός,1
ὄψις,1
ἀποβάλοντος,1
ζάω,1
ἑκούσιος,1
προσαπέβαλος,1
κουφοτερέω,1
πηρώσεος,1
δικάσας,1
ἀπήμων,1
παράφορος,1
ἐργάζομαι,1
ἀδίκημα,1
πιέσθερος,1
ὕπνος,1
ἀποτάξετα,1
λανθάνω,1
ὄκνος,1
ἐμποιός,1
πρακτός,1
ἐγρήγωρ,1
ἀσπάσαμος,1
ὀξυδορκήσης,1
ὑποβαλλόσις,1
ἐγείρω,1
γνωσθός,1
ἑπομένης,1
νήφων,1
κατάς,1
τοιοῦτος,1
„νεώτερον„,1
φῆος,1
„υἱόν“,1
διάθεσις,1
πῶς,1
ἀθέα,1
κατεῖδον,1
δίκη,1
βιάσατος,1
ἐκλαλή,1
ὀφείλων,1
ἡσυχάζεσθα,1
τοὐμφανής,1
προενεγκής,1
οἴκοι,1
συσκιάζεσθα,1
ὑπερβαίνω,1
νεῦτερος,1
ἅπτω,1
γελός,1
συμπίπτον,1
δεῖ,1
ἐπιστένη,1
χλευάζης,1
εὐλαβόυμενος,1
σκυθρωπάζος,1
νομοθεσία,1
προήκοντα,1
μηδέπω,1
γεγηρακότης,1
χείρων,1
εἰκοσαίτιος,1
πού,1
βεβιωκότης,1
σύγκρισις,1
„ἔλαβε„,1
„ἄρτους,1
ἀσκός,1
ὕδωρ,1
ἄγαρ,1
ἐπέθηξ,1
ὦμος,1
παιδίον“,1
οἴκοθεν,1
ἐκπέμπω,1
„ἔρριψε,1
ὑπόκατος,1
ἐλάτη,1
„οὐ,1
παίδιος,1
τρεισκαίδεκα,1
ἐτός,1
περίτετμα,1
ἑπταιτίς,1
ἡλικία,1
παύσημα,1
γάλα,1
παιδιάς,1
ἰσότης,1
φυγαδεύς,1
τεκόω,1
νεανίης,1
ἀντεξεταζήζης,1
σοφία,1
σοφιστεία,1
κεκλήρωτος,1
χαρακτηρίζωμες,1
